case_id,resource,activity,start_time,end_time
448,Appraiser-000001,Appraise property,2023-03-23 12:10:00.551,2023-03-23 12:42:43.636
484,AML Investigator-000001,AML check,2023-03-23 12:36:30.926,2023-03-23 12:46:51.132
485,Clerk-000004,Check application form completeness,2023-03-23 11:35:06.009,2023-03-23 12:47:47.349
486,AML Investigator-000001,AML check,2023-03-23 12:46:51.132,2023-03-23 12:57:41.393
485,AML Investigator-000001,AML check,2023-03-23 12:57:41.393,2023-03-23 12:59:13.698
447,Senior Officer-000001,Approve loan offer,2023-03-23 12:39:14.895,2023-03-23 12:59:14.895
448,Loan Officer-000002,Assess loan risk,2023-03-23 12:42:43.636,2023-03-23 13:02:43.636
447,Clerk-000002,Cancel application,2023-03-23 12:59:14.895,2023-03-23 13:04:14.895
449,Appraiser-000001,Appraise property,2023-03-23 12:42:43.636,2023-03-23 13:07:29.801
448,Loan Officer-000001,Design loan offer,2023-03-23 13:02:43.636,2023-03-23 13:21:08.300
489,Clerk-000001,Check application form completeness,2023-03-23 12:30:00.000,2023-03-23 13:22:17.262
449,Loan Officer-000002,Assess loan risk,2023-03-23 13:07:29.801,2023-03-23 13:27:29.801
487,AML Investigator-000001,AML check,2023-03-23 12:59:13.698,2023-03-23 13:28:33.645
449,Clerk-000001,Reject application,2023-03-23 13:27:29.801,2023-03-23 13:37:29.801
490,Clerk-000004,Check application form completeness,2023-03-23 13:00:00.000,2023-03-23 13:37:46.805
485,Clerk-000003,Check credit history,2023-03-23 12:47:47.349,2023-03-23 13:39:01.792
448,Senior Officer-000001,Approve loan offer,2023-03-23 13:21:08.300,2023-03-23 13:41:08.300
448,Clerk-000003,Approve application,2023-03-23 13:41:08.300,2023-03-23 13:46:08.300
492,Clerk-000003,Check application form completeness,2023-03-23 14:00:00.000,2023-03-23 14:03:27.336
492,Clerk-000003,Check credit history,2023-03-23 14:03:27.336,2023-03-23 14:09:44.637
450,Appraiser-000001,Appraise property,2023-03-23 13:07:29.801,2023-03-23 14:14:14.703
489,Clerk-000002,Check credit history,2023-03-23 13:22:17.262,2023-03-23 14:14:37.542
451,Appraiser-000001,Appraise property,2023-03-23 14:14:14.703,2023-03-23 14:18:31.109
490,Clerk-000004,Check credit history,2023-03-23 13:37:46.805,2023-03-23 14:18:44.297
491,Clerk-000001,Check application form completeness,2023-03-23 13:37:29.801,2023-03-23 14:26:00.226
491,Clerk-000003,Check credit history,2023-03-23 14:26:00.226,2023-03-23 14:29:38.381
450,Loan Officer-000001,Assess loan risk,2023-03-23 14:14:14.703,2023-03-23 14:34:14.703
493,Clerk-000002,Check application form completeness,2023-03-23 14:30:00.000,2023-03-23 14:35:30.168
493,Clerk-000004,Check credit history,2023-03-23 14:35:30.168,2023-03-23 14:36:56.201
451,Loan Officer-000002,Assess loan risk,2023-03-23 14:18:31.109,2023-03-23 14:38:31.109
450,Loan Officer-000001,Design loan offer,2023-03-23 14:34:14.703,2023-03-23 14:42:14.916
451,Loan Officer-000002,Design loan offer,2023-03-23 14:38:31.109,2023-03-23 14:47:26.348
488,AML Investigator-000001,AML check,2023-03-23 13:28:33.645,2023-03-23 14:52:54.469
489,AML Investigator-000001,AML check,2023-03-23 14:52:54.469,2023-03-23 14:57:10.703
494,Clerk-000001,Check application form completeness,2023-03-23 15:00:00.000,2023-03-24 07:01:49.670
450,Senior Officer-000001,Approve loan offer,2023-03-23 14:42:14.916,2023-03-24 07:02:14.916
490,AML Investigator-000001,AML check,2023-03-23 14:57:10.703,2023-03-24 07:04:30.869
452,Appraiser-000001,Appraise property,2023-03-23 14:18:31.109,2023-03-24 07:05:16.096
450,Clerk-000002,Cancel application,2023-03-24 07:02:14.916,2023-03-24 07:07:14.916
494,Clerk-000003,Check credit history,2023-03-24 07:01:49.670,2023-03-24 07:08:18.388
453,Appraiser-000001,Appraise property,2023-03-24 07:05:16.096,2023-03-24 07:17:13.975
451,Senior Officer-000001,Approve loan offer,2023-03-24 07:02:14.916,2023-03-24 07:22:14.916
452,Loan Officer-000001,Assess loan risk,2023-03-24 07:05:16.096,2023-03-24 07:25:16.096
451,Clerk-000004,Approve application,2023-03-24 07:22:14.916,2023-03-24 07:27:14.916
452,Clerk-000001,Reject application,2023-03-24 07:25:16.096,2023-03-24 07:35:16.096
453,Loan Officer-000002,Assess loan risk,2023-03-24 07:17:13.975,2023-03-24 07:37:13.975
491,AML Investigator-000001,AML check,2023-03-24 07:04:30.869,2023-03-24 07:37:34.209
453,Loan Officer-000001,Design loan offer,2023-03-24 07:37:13.975,2023-03-24 07:41:26.181
495,Clerk-000002,Check application form completeness,2023-03-24 07:30:00.000,2023-03-24 07:42:45.874
495,Clerk-000003,Check credit history,2023-03-24 07:42:45.874,2023-03-24 07:43:25.895
454,Appraiser-000001,Appraise property,2023-03-24 07:17:13.975,2023-03-24 07:54:14.536
492,AML Investigator-000001,AML check,2023-03-24 07:37:34.209,2023-03-24 08:01:24.690
453,Senior Officer-000001,Approve loan offer,2023-03-24 07:41:26.181,2023-03-24 08:01:26.181
453,Clerk-000001,Cancel application,2023-03-24 08:01:26.181,2023-03-24 08:06:26.181
496,Clerk-000004,Check application form completeness,2023-03-24 08:00:00.000,2023-03-24 08:08:21.409
455,Appraiser-000001,Appraise property,2023-03-24 07:54:14.536,2023-03-24 08:11:13.876
454,Loan Officer-000002,Assess loan risk,2023-03-24 07:54:14.536,2023-03-24 08:14:14.536
454,Loan Officer-000002,Design loan offer,2023-03-24 08:14:14.536,2023-03-24 08:20:11.458
455,Loan Officer-000001,Assess loan risk,2023-03-24 08:11:13.876,2023-03-24 08:31:13.876
497,Clerk-000003,Check application form completeness,2023-03-24 08:30:00.000,2023-03-24 08:31:54.195
454,Senior Officer-000001,Approve loan offer,2023-03-24 08:20:11.458,2023-03-24 08:40:11.458
455,Clerk-000001,Reject application,2023-03-24 08:31:13.876,2023-03-24 08:41:13.876
454,Clerk-000003,Cancel application,2023-03-24 08:40:11.458,2023-03-24 08:45:11.458
456,Appraiser-000001,Appraise property,2023-03-24 08:11:13.876,2023-03-24 08:47:17.831
457,Appraiser-000001,Appraise property,2023-03-24 08:47:17.831,2023-03-24 09:00:15.076
498,Clerk-000001,Check application form completeness,2023-03-24 09:00:00.000,2023-03-24 09:06:56.586
456,Loan Officer-000002,Assess loan risk,2023-03-24 08:47:17.831,2023-03-24 09:07:17.831
458,Appraiser-000001,Appraise property,2023-03-24 09:00:15.076,2023-03-24 09:07:48.190
498,Clerk-000003,Check credit history,2023-03-24 09:06:56.586,2023-03-24 09:18:55.923
497,Clerk-000004,Check credit history,2023-03-24 08:31:54.195,2023-03-24 09:19:01.344
457,Loan Officer-000001,Assess loan risk,2023-03-24 09:00:15.076,2023-03-24 09:20:15.076
459,Appraiser-000001,Appraise property,2023-03-24 09:07:48.190,2023-03-24 09:31:21.363
499,Clerk-000001,Check application form completeness,2023-03-24 09:30:00.000,2023-03-24 09:32:22.836
456,Loan Officer-000002,Design loan offer,2023-03-24 09:07:17.831,2023-03-24 09:33:04.147
457,Loan Officer-000002,Design loan offer,2023-03-24 09:33:04.147,2023-03-24 09:37:51.346
458,Loan Officer-000001,Assess loan risk,2023-03-24 09:20:15.076,2023-03-24 09:40:15.076
458,Loan Officer-000001,Design loan offer,2023-03-24 09:40:15.076,2023-03-24 09:41:51.908
493,AML Investigator-000001,AML check,2023-03-24 08:01:24.690,2023-03-24 09:44:05.710
456,Senior Officer-000001,Approve loan offer,2023-03-24 09:33:04.147,2023-03-24 09:53:04.147
459,Loan Officer-000002,Assess loan risk,2023-03-24 09:37:51.346,2023-03-24 09:57:51.346
456,Clerk-000004,Approve application,2023-03-24 09:53:04.147,2023-03-24 09:58:04.147
460,Appraiser-000001,Appraise property,2023-03-24 09:31:21.363,2023-03-24 10:00:49.420
494,AML Investigator-000001,AML check,2023-03-24 09:44:05.710,2023-03-24 10:04:42.259
500,Clerk-000001,Check application form completeness,2023-03-24 10:00:00.000,2023-03-24 10:08:29.493
461,Appraiser-000001,Appraise property,2023-03-24 10:00:49.420,2023-03-24 10:09:09.896
459,Loan Officer-000001,Design loan offer,2023-03-24 09:57:51.346,2023-03-24 10:10:39.490
457,Senior Officer-000001,Approve loan offer,2023-03-24 09:53:04.147,2023-03-24 10:13:04.147
457,Clerk-000001,Cancel application,2023-03-24 10:13:04.147,2023-03-24 10:18:04.147
460,Loan Officer-000002,Assess loan risk,2023-03-24 10:00:49.420,2023-03-24 10:20:49.420
462,Appraiser-000001,Appraise property,2023-03-24 10:09:09.896,2023-03-24 10:23:06.287
499,Clerk-000003,Check credit history,2023-03-24 09:32:22.836,2023-03-24 10:26:15.721
461,Loan Officer-000001,Assess loan risk,2023-03-24 10:10:39.490,2023-03-24 10:30:39.490
460,Clerk-000001,Reject application,2023-03-24 10:20:49.420,2023-03-24 10:30:49.420
458,Senior Officer-000001,Approve loan offer,2023-03-24 10:13:04.147,2023-03-24 10:33:04.147
501,Clerk-000003,Check application form completeness,2023-03-24 10:30:00.000,2023-03-24 10:35:55.324
461,Clerk-000001,Reject application,2023-03-24 10:30:49.420,2023-03-24 10:40:49.420
458,Clerk-000003,Approve application,2023-03-24 10:35:55.324,2023-03-24 10:40:55.324
495,AML Investigator-000001,AML check,2023-03-24 10:04:42.259,2023-03-24 10:41:28.632
463,Appraiser-000001,Appraise property,2023-03-24 10:23:06.287,2023-03-24 10:42:35.705
462,Loan Officer-000002,Assess loan risk,2023-03-24 10:23:06.287,2023-03-24 10:43:06.287
459,Senior Officer-000001,Approve loan offer,2023-03-24 10:33:04.147,2023-03-24 10:53:04.147
462,Clerk-000003,Reject application,2023-03-24 10:43:06.287,2023-03-24 10:53:06.287
459,Clerk-000003,Approve application,2023-03-24 10:53:06.287,2023-03-24 10:58:06.287
463,Loan Officer-000001,Assess loan risk,2023-03-24 10:42:35.705,2023-03-24 11:02:35.705
496,AML Investigator-000001,AML check,2023-03-24 10:41:28.632,2023-03-24 11:07:27.029
500,Clerk-000004,Check credit history,2023-03-24 10:08:29.493,2023-03-24 11:10:29.040
501,Clerk-000001,Check credit history,2023-03-24 10:40:49.420,2023-03-24 11:17:58.841
463,Clerk-000004,Reject application,2023-03-24 11:10:29.040,2023-03-24 11:20:29.040
496,Clerk-000002,Check credit history,2023-03-24 08:08:21.409,2023-03-24 11:21:54.641
497,AML Investigator-000001,AML check,2023-03-24 11:07:27.029,2023-03-24 11:33:54.591
502,Clerk-000003,Check application form completeness,2023-03-24 11:00:00.000,2023-03-24 11:45:53.103
503,Clerk-000001,Check application form completeness,2023-03-24 11:30:00.000,2023-03-24 11:46:25.306
464,Appraiser-000001,Appraise property,2023-03-24 10:42:35.705,2023-03-24 11:49:33.031
503,Clerk-000002,Check credit history,2023-03-24 11:46:25.306,2023-03-24 11:53:00.760
498,AML Investigator-000001,AML check,2023-03-24 11:33:54.591,2023-03-24 11:57:40.575
504,Clerk-000003,Check application form completeness,2023-03-24 12:00:00.000,2023-03-24 12:03:40.129
502,Clerk-000004,Check credit history,2023-03-24 11:45:53.103,2023-03-24 12:07:10.808
504,Clerk-000001,Check credit history,2023-03-24 12:03:40.129,2023-03-24 12:08:16.895
464,Loan Officer-000002,Assess loan risk,2023-03-24 11:49:33.031,2023-03-24 12:09:33.031
464,Loan Officer-000001,Design loan offer,2023-03-24 12:09:33.031,2023-03-24 12:11:18.308
465,Appraiser-000001,Appraise property,2023-03-24 11:49:33.031,2023-03-24 12:12:08.459
466,Appraiser-000001,Appraise property,2023-03-24 12:12:08.459,2023-03-24 12:20:13.994
467,Appraiser-000001,Appraise property,2023-03-24 12:20:13.994,2023-03-24 12:22:02.849
499,AML Investigator-000001,AML check,2023-03-24 11:57:40.575,2023-03-24 12:30:24.195
464,Senior Officer-000001,Approve loan offer,2023-03-24 12:11:18.308,2023-03-24 12:31:18.308
465,Loan Officer-000002,Assess loan risk,2023-03-24 12:12:08.459,2023-03-24 12:32:08.459
464,Clerk-000003,Approve application,2023-03-24 12:31:18.308,2023-03-24 12:36:18.308
466,Loan Officer-000001,Assess loan risk,2023-03-24 12:20:13.994,2023-03-24 12:40:13.994
465,Loan Officer-000001,Design loan offer,2023-03-24 12:40:13.994,2023-03-24 12:45:04.573
505,Clerk-000002,Check application form completeness,2023-03-24 12:30:00.000,2023-03-24 12:46:17.159
466,Clerk-000004,Reject application,2023-03-24 12:40:13.994,2023-03-24 12:50:13.994
467,Loan Officer-000002,Assess loan risk,2023-03-24 12:32:08.459,2023-03-24 12:52:08.459
500,AML Investigator-000001,AML check,2023-03-24 12:30:24.195,2023-03-24 12:56:59.947
501,AML Investigator-000001,AML check,2023-03-24 12:56:59.947,2023-03-24 13:00:12.870
467,Clerk-000003,Reject application,2023-03-24 12:52:08.459,2023-03-24 13:02:08.459
468,Appraiser-000001,Appraise property,2023-03-24 12:22:02.849,2023-03-24 13:02:37.463
465,Senior Officer-000001,Approve loan offer,2023-03-24 12:45:04.573,2023-03-24 13:05:04.573
465,Clerk-000004,Approve application,2023-03-24 13:05:04.573,2023-03-24 13:10:04.573
502,AML Investigator-000001,AML check,2023-03-24 13:00:12.870,2023-03-24 13:16:50.555
506,Clerk-000002,Check application form completeness,2023-03-24 13:00:00.000,2023-03-24 13:21:23.304
468,Loan Officer-000001,Assess loan risk,2023-03-24 13:02:37.463,2023-03-24 13:22:37.463
468,Loan Officer-000002,Design loan offer,2023-03-24 13:22:37.463,2023-03-24 13:25:44.021
503,AML Investigator-000001,AML check,2023-03-24 13:16:50.555,2023-03-24 13:26:38.265
504,AML Investigator-000001,AML check,2023-03-24 13:26:38.265,2023-03-24 13:32:02.213
507,Clerk-000004,Check application form completeness,2023-03-24 13:30:00.000,2023-03-24 13:32:30.577
469,Appraiser-000001,Appraise property,2023-03-24 13:02:37.463,2023-03-24 13:36:38.623
506,Clerk-000003,Check credit history,2023-03-24 13:21:23.304,2023-03-24 13:38:29.889
505,AML Investigator-000001,AML check,2023-03-24 13:32:02.213,2023-03-24 13:43:41.771
507,Clerk-000002,Check credit history,2023-03-24 13:32:30.577,2023-03-24 13:44:22.666
468,Senior Officer-000001,Approve loan offer,2023-03-24 13:25:44.021,2023-03-24 13:45:44.021
506,AML Investigator-000001,AML check,2023-03-24 13:43:41.771,2023-03-24 13:48:07.248
507,AML Investigator-000001,AML check,2023-03-24 13:48:07.248,2023-03-24 13:48:37.192
468,Clerk-000004,Cancel application,2023-03-24 13:45:44.021,2023-03-24 13:50:44.021
469,Loan Officer-000001,Assess loan risk,2023-03-24 13:36:38.623,2023-03-24 13:56:38.623
469,Loan Officer-000002,Design loan offer,2023-03-24 13:56:38.623,2023-03-24 14:01:01.508
470,Appraiser-000001,Appraise property,2023-03-24 13:36:38.623,2023-03-24 14:02:06.059
471,Appraiser-000001,Appraise property,2023-03-24 14:02:06.059,2023-03-24 14:08:37.360
508,Clerk-000003,Check application form completeness,2023-03-24 14:00:00.000,2023-03-24 14:18:10.824
469,Senior Officer-000001,Approve loan offer,2023-03-24 14:01:01.508,2023-03-24 14:21:01.508
470,Loan Officer-000001,Assess loan risk,2023-03-24 14:02:06.059,2023-03-24 14:22:06.059
472,Appraiser-000001,Appraise property,2023-03-24 14:08:37.360,2023-03-24 14:24:10.489
469,Clerk-000004,Approve application,2023-03-24 14:21:01.508,2023-03-24 14:26:01.508
471,Loan Officer-000002,Assess loan risk,2023-03-24 14:08:37.360,2023-03-24 14:28:37.360
470,Clerk-000003,Reject application,2023-03-24 14:22:06.059,2023-03-24 14:32:06.059
509,Clerk-000003,Check application form completeness,2023-03-24 14:32:06.059,2023-03-24 14:35:59.014
471,Clerk-000004,Reject application,2023-03-24 14:28:37.360,2023-03-24 14:38:37.360
509,Clerk-000003,Check credit history,2023-03-24 14:35:59.014,2023-03-24 14:41:53.898
508,AML Investigator-000001,AML check,2023-03-24 14:18:10.824,2023-03-24 14:42:43.186
509,AML Investigator-000001,AML check,2023-03-24 14:42:43.186,2023-03-24 14:42:48.886
472,Loan Officer-000001,Assess loan risk,2023-03-24 14:24:10.489,2023-03-24 14:44:10.489
473,Appraiser-000001,Appraise property,2023-03-24 14:24:10.489,2023-03-24 14:50:51.482
472,Clerk-000004,Reject application,2023-03-24 14:44:10.489,2023-03-24 14:54:10.489
474,Appraiser-000001,Appraise property,2023-03-24 14:50:51.482,2023-03-24 14:57:46.512
508,Clerk-000002,Check credit history,2023-03-24 14:18:10.824,2023-03-24 14:58:15.206
475,Appraiser-000001,Appraise property,2023-03-24 14:57:46.512,2023-03-27 07:05:16.338
473,Loan Officer-000002,Assess loan risk,2023-03-24 14:50:51.482,2023-03-27 07:10:51.482
510,Clerk-000003,Check application form completeness,2023-03-24 15:00:00.000,2023-03-27 07:12:16.380
474,Loan Officer-000001,Assess loan risk,2023-03-24 14:57:46.512,2023-03-27 07:17:46.512
505,Clerk-000001,Check credit history,2023-03-24 12:46:17.159,2023-03-27 07:18:25.371
476,Appraiser-000001,Appraise property,2023-03-27 07:05:16.338,2023-03-27 07:22:41.165
510,AML Investigator-000001,AML check,2023-03-27 07:12:16.380,2023-03-27 07:23:03.908
473,Loan Officer-000001,Design loan offer,2023-03-27 07:17:46.512,2023-03-27 07:24:32.803
474,Loan Officer-000001,Design loan offer,2023-03-27 07:24:32.803,2023-03-27 07:28:13.151
475,Loan Officer-000002,Assess loan risk,2023-03-27 07:10:51.482,2023-03-27 07:30:51.482
475,Loan Officer-000002,Design loan offer,2023-03-27 07:30:51.482,2023-03-27 07:36:07.332
473,Senior Officer-000001,Approve loan offer,2023-03-27 07:24:32.803,2023-03-27 07:44:32.803
476,Loan Officer-000001,Assess loan risk,2023-03-27 07:28:13.151,2023-03-27 07:48:13.151
473,Clerk-000003,Cancel application,2023-03-27 07:44:32.803,2023-03-27 07:49:32.803
511,Clerk-000002,Check application form completeness,2023-03-27 07:30:00.000,2023-03-27 07:50:53.454
476,Loan Officer-000002,Design loan offer,2023-03-27 07:48:13.151,2023-03-27 07:51:43.959
511,Clerk-000001,Check credit history,2023-03-27 07:50:53.454,2023-03-27 07:53:29.420
511,AML Investigator-000001,AML check,2023-03-27 07:50:53.454,2023-03-27 07:54:23.348
474,Senior Officer-000001,Approve loan offer,2023-03-27 07:44:32.803,2023-03-27 08:04:32.803
474,Clerk-000002,Cancel application,2023-03-27 08:04:32.803,2023-03-27 08:09:32.803
477,Appraiser-000001,Appraise property,2023-03-27 07:22:41.165,2023-03-27 08:16:21.910
478,Appraiser-000001,Appraise property,2023-03-27 08:16:21.910,2023-03-27 08:17:15.544
475,Senior Officer-000001,Approve loan offer,2023-03-27 08:04:32.803,2023-03-27 08:24:32.803
475,Clerk-000001,Approve application,2023-03-27 08:24:32.803,2023-03-27 08:29:32.803
477,Loan Officer-000001,Assess loan risk,2023-03-27 08:16:21.910,2023-03-27 08:36:21.910
478,Loan Officer-000002,Assess loan risk,2023-03-27 08:17:15.544,2023-03-27 08:37:15.544
477,Loan Officer-000001,Design loan offer,2023-03-27 08:36:21.910,2023-03-27 08:38:24.497
479,Appraiser-000001,Appraise property,2023-03-27 08:17:15.544,2023-03-27 08:42:18.504
476,Senior Officer-000001,Approve loan offer,2023-03-27 08:24:32.803,2023-03-27 08:44:32.803
478,Clerk-000001,Reject application,2023-03-27 08:37:15.544,2023-03-27 08:47:15.544
512,Clerk-000003,Check application form completeness,2023-03-27 08:00:00.000,2023-03-27 08:48:22.742
513,Clerk-000002,Check application form completeness,2023-03-27 08:30:00.000,2023-03-27 08:51:41.130
476,Clerk-000001,Approve application,2023-03-27 08:47:15.544,2023-03-27 08:52:15.544
510,Clerk-000004,Check credit history,2023-03-27 07:12:16.380,2023-03-27 08:57:12.005
512,Clerk-000003,Check credit history,2023-03-27 08:48:22.742,2023-03-27 09:00:27.752
479,Loan Officer-000002,Assess loan risk,2023-03-27 08:42:18.504,2023-03-27 09:02:18.504
512,AML Investigator-000001,AML check,2023-03-27 08:48:22.742,2023-03-27 09:04:02.441
477,Senior Officer-000001,Approve loan offer,2023-03-27 08:44:32.803,2023-03-27 09:04:32.803
513,Clerk-000002,Check credit history,2023-03-27 08:51:41.130,2023-03-27 09:07:36.484
477,Clerk-000004,Cancel application,2023-03-27 09:04:32.803,2023-03-27 09:09:32.803
513,AML Investigator-000001,AML check,2023-03-27 09:04:02.441,2023-03-27 09:11:05.182
479,Loan Officer-000001,Design loan offer,2023-03-27 09:02:18.504,2023-03-27 09:12:32.989
514,Clerk-000001,Check application form completeness,2023-03-27 09:00:00.000,2023-03-27 09:22:16.199
514,Clerk-000003,Return application back to applicant,2023-03-27 09:22:16.199,2023-03-27 09:27:16.199
479,Senior Officer-000001,Approve loan offer,2023-03-27 09:12:32.989,2023-03-27 09:32:32.989
479,Clerk-000004,Cancel application,2023-03-27 09:32:32.989,2023-03-27 09:37:32.989
480,Appraiser-000001,Appraise property,2023-03-27 08:42:18.504,2023-03-27 09:50:12.167
481,Appraiser-000001,Appraise property,2023-03-27 09:50:12.167,2023-03-27 09:56:59.687
482,Appraiser-000001,Appraise property,2023-03-27 09:56:59.687,2023-03-27 09:58:53.197
516,Clerk-000001,Check application form completeness,2023-03-27 10:00:00.000,2023-03-27 10:10:09.485
480,Loan Officer-000002,Assess loan risk,2023-03-27 09:50:12.167,2023-03-27 10:10:12.167
481,Loan Officer-000001,Assess loan risk,2023-03-27 09:56:59.687,2023-03-27 10:16:59.687
481,Loan Officer-000001,Design loan offer,2023-03-27 10:16:59.687,2023-03-27 10:17:19.823
480,Clerk-000004,Reject application,2023-03-27 10:10:12.167,2023-03-27 10:20:12.167
483,Appraiser-000001,Appraise property,2023-03-27 09:58:53.197,2023-03-27 10:27:14.724
514,Applicant-000001,Applicant completes form,2023-03-27 09:27:16.199,2023-03-27 10:27:16.199
482,Loan Officer-000002,Assess loan risk,2023-03-27 10:10:12.167,2023-03-27 10:30:12.167
484,Appraiser-000001,Appraise property,2023-03-27 10:27:14.724,2023-03-27 10:31:14.041
516,Clerk-000003,Check credit history,2023-03-27 10:10:09.485,2023-03-27 10:34:50.990
485,Appraiser-000001,Appraise property,2023-03-27 10:31:14.041,2023-03-27 10:35:55.093
481,Senior Officer-000001,Approve loan offer,2023-03-27 10:17:19.823,2023-03-27 10:37:19.823
517,Clerk-000004,Check application form completeness,2023-03-27 10:30:00.000,2023-03-27 10:40:23.509
482,Clerk-000003,Reject application,2023-03-27 10:34:50.990,2023-03-27 10:44:50.990
481,Clerk-000004,Approve application,2023-03-27 10:40:23.509,2023-03-27 10:45:23.509
483,Loan Officer-000001,Assess loan risk,2023-03-27 10:27:14.724,2023-03-27 10:47:14.724
517,Clerk-000003,Check credit history,2023-03-27 10:44:50.990,2023-03-27 10:48:56.181
484,Loan Officer-000002,Assess loan risk,2023-03-27 10:31:14.041,2023-03-27 10:51:14.041
516,AML Investigator-000001,AML check,2023-03-27 10:10:09.485,2023-03-27 10:52:18.595
514,Clerk-000001,Check application form completeness,2023-03-27 10:27:16.199,2023-03-27 10:56:32.622
515,Clerk-000002,Check application form completeness,2023-03-27 09:30:00.000,2023-03-27 11:01:15.090
483,Loan Officer-000002,Design loan offer,2023-03-27 10:51:14.041,2023-03-27 11:04:24.914
484,Loan Officer-000002,Design loan offer,2023-03-27 11:04:24.914,2023-03-27 11:05:16.009
485,Loan Officer-000001,Assess loan risk,2023-03-27 10:47:14.724,2023-03-27 11:07:14.724
515,Clerk-000001,Check credit history,2023-03-27 11:01:15.090,2023-03-27 11:13:06.047
517,AML Investigator-000001,AML check,2023-03-27 10:52:18.595,2023-03-27 11:23:41.350
485,Loan Officer-000002,Design loan offer,2023-03-27 11:07:14.724,2023-03-27 11:24:09.665
483,Senior Officer-000001,Approve loan offer,2023-03-27 11:04:24.914,2023-03-27 11:24:24.914
514,Clerk-000004,Check credit history,2023-03-27 10:56:32.622,2023-03-27 11:24:59.517
518,Clerk-000003,Check application form completeness,2023-03-27 11:00:00.000,2023-03-27 11:26:09.035
483,Clerk-000002,Cancel application,2023-03-27 11:24:24.914,2023-03-27 11:29:24.914
484,Senior Officer-000001,Approve loan offer,2023-03-27 11:24:24.914,2023-03-27 11:44:24.914
484,Clerk-000003,Cancel application,2023-03-27 11:44:24.914,2023-03-27 11:49:24.914
519,Clerk-000004,Check application form completeness,2023-03-27 11:30:00.000,2023-03-27 12:03:02.479
485,Senior Officer-000001,Approve loan offer,2023-03-27 11:44:24.914,2023-03-27 12:04:24.914
520,Clerk-000002,Check application form completeness,2023-03-27 12:00:00.000,2023-03-27 12:06:21.027
485,Clerk-000004,Approve application,2023-03-27 12:04:24.914,2023-03-27 12:09:24.914
520,Clerk-000002,Return application back to applicant,2023-03-27 12:06:21.027,2023-03-27 12:11:21.027
514,AML Investigator-000001,AML check,2023-03-27 11:23:41.350,2023-03-27 12:23:25.793
486,Appraiser-000001,Appraise property,2023-03-27 10:35:55.093,2023-03-27 12:26:59.422
519,Clerk-000003,Check credit history,2023-03-27 12:03:02.479,2023-03-27 12:40:23.499
487,Appraiser-000001,Appraise property,2023-03-27 12:26:59.422,2023-03-27 12:42:41.915
486,Loan Officer-000001,Assess loan risk,2023-03-27 12:26:59.422,2023-03-27 12:46:59.422
518,Clerk-000001,Check credit history,2023-03-27 11:26:09.035,2023-03-27 12:48:24.649
521,Clerk-000004,Check application form completeness,2023-03-27 12:30:00.000,2023-03-27 12:56:41.634
486,Clerk-000002,Reject application,2023-03-27 12:46:59.422,2023-03-27 12:56:59.422
487,Loan Officer-000002,Assess loan risk,2023-03-27 12:42:41.915,2023-03-27 13:02:41.915
487,Loan Officer-000001,Design loan offer,2023-03-27 13:02:41.915,2023-03-27 13:03:51.554
521,Clerk-000003,Check credit history,2023-03-27 12:56:41.634,2023-03-27 13:06:21.329
520,Applicant-000001,Applicant completes form,2023-03-27 12:11:21.027,2023-03-27 13:11:21.027
488,Appraiser-000001,Appraise property,2023-03-27 12:42:41.915,2023-03-27 13:13:49.902
522,Clerk-000001,Check application form completeness,2023-03-27 13:00:00.000,2023-03-27 13:23:05.404
487,Senior Officer-000001,Approve loan offer,2023-03-27 13:03:51.554,2023-03-27 13:23:51.554
487,Clerk-000003,Cancel application,2023-03-27 13:23:51.554,2023-03-27 13:28:51.554
523,Clerk-000001,Check application form completeness,2023-03-27 13:30:00.000,2023-03-27 13:32:17.303
488,Loan Officer-000002,Assess loan risk,2023-03-27 13:13:49.902,2023-03-27 13:33:49.902
523,Clerk-000003,Return application back to applicant,2023-03-27 13:32:17.303,2023-03-27 13:37:17.303
515,AML Investigator-000001,AML check,2023-03-27 12:23:25.793,2023-03-27 13:39:33.633
520,Clerk-000004,Check application form completeness,2023-03-27 13:11:21.027,2023-03-27 13:42:54.800
488,Loan Officer-000001,Design loan offer,2023-03-27 13:33:49.902,2023-03-27 13:43:05.905
520,Clerk-000001,Check credit history,2023-03-27 13:42:54.800,2023-03-27 13:49:42.604
488,Senior Officer-000001,Approve loan offer,2023-03-27 13:43:05.905,2023-03-27 14:03:05.905
518,AML Investigator-000001,AML check,2023-03-27 13:39:33.633,2023-03-27 14:04:38.465
488,Clerk-000004,Cancel application,2023-03-27 14:03:05.905,2023-03-27 14:08:05.905
519,AML Investigator-000001,AML check,2023-03-27 14:04:38.465,2023-03-27 14:19:18.555
525,Clerk-000001,Check application form completeness,2023-03-27 14:30:00.000,2023-03-27 14:30:34.838
524,Clerk-000003,Check application form completeness,2023-03-27 14:00:00.000,2023-03-27 14:34:20.504
523,Applicant-000001,Applicant completes form,2023-03-27 13:37:17.303,2023-03-27 14:37:17.303
489,Appraiser-000001,Appraise property,2023-03-27 13:13:49.902,2023-03-27 14:41:06.667
490,Appraiser-000001,Appraise property,2023-03-27 14:41:06.667,2023-03-27 14:44:04.507
525,Clerk-000004,Check credit history,2023-03-27 14:30:34.838,2023-03-27 14:46:32.979
