,Unnamed: 0,activity_name,lifecycle:transition,resource,end_timestamp,Activity,Resource,case_id,case:variant,case:variant-index,case:creator,start_timestamp,agent
2489,2890,Start,complete,Start,2016-03-18 01:47:42+00:00,Start,Start,102751,Variant 1,1,Fluxicon Disco,2016-03-18 01:47:42+00:00,0
2490,2891,Traer informacion estudiante - banner,complete,8064,2016-03-18 01:47:42+00:00,Traer informacion estudiante - banner,8064,102751,Variant 1,1,Fluxicon Disco,2016-03-18 01:47:42+00:00,213
2491,2892,Radicar Solicitud Homologacion,complete,8064,2016-03-18 01:49:47+00:00,Radicar Solicitud Homologacion,8064,102751,Variant 1,1,Fluxicon Disco,2016-03-18 01:47:46+00:00,213
2492,2893,Cancelar Solicitud,complete,8064,2016-03-18 15:04:57+00:00,Cancelar Solicitud,8064,102751,Variant 1,1,Fluxicon Disco,2016-03-18 15:01:50+00:00,213
2493,2895,End,complete,End,2016-03-18 20:09:37+00:00,End,End,102751,Variant 1,1,Fluxicon Disco,2016-03-18 20:09:37+00:00,5
2494,2894,Notificacion estudiante cancelacion soli,complete,8064,2016-03-18 20:09:37+00:00,Notificacion estudiante cancelacion soli,8064,102751,Variant 1,1,Fluxicon Disco,2016-03-18 20:09:37+00:00,213
2495,2896,Start,complete,Start,2016-03-18 14:14:14+00:00,Start,Start,102951,Variant 3,3,Fluxicon Disco,2016-03-18 14:14:14+00:00,0
2496,2897,Traer informacion estudiante - banner,complete,8824,2016-03-18 14:14:14+00:00,Traer informacion estudiante - banner,8824,102951,Variant 3,3,Fluxicon Disco,2016-03-18 14:14:14+00:00,229
2497,2898,Radicar Solicitud Homologacion,complete,8824,2016-03-18 14:14:22+00:00,Radicar Solicitud Homologacion,8824,102951,Variant 3,3,Fluxicon Disco,2016-03-18 14:14:18+00:00,229
2498,2899,Validar solicitud,complete,677,2016-03-18 14:29:30+00:00,Validar solicitud,677,102951,Variant 3,3,Fluxicon Disco,2016-03-18 14:18:49+00:00,26
2499,2900,Revisar curso,complete,677,2016-03-28 18:03:03+00:00,Revisar curso,677,102951,Variant 3,3,Fluxicon Disco,2016-03-28 18:03:03+00:00,26
2500,2902,Homologacion por grupo de cursos,complete,3445,2016-03-28 18:51:15+00:00,Homologacion por grupo de cursos,3445,102951,Variant 3,3,Fluxicon Disco,2016-03-28 18:03:03+00:00,61
2501,2901,Evaluacion curso,complete,3445,2016-03-28 18:03:57+00:00,Evaluacion curso,3445,102951,Variant 3,3,Fluxicon Disco,2016-03-28 18:03:57+00:00,61
2502,2903,Validacion final,complete,677,2016-03-28 19:13:33+00:00,Validacion final,677,102951,Variant 3,3,Fluxicon Disco,2016-03-28 18:27:17+00:00,26
2503,2904,Visto Bueno Cierre Proceso,complete,3445,2016-04-05 15:18:20+00:00,Visto Bueno Cierre Proceso,3445,102951,Variant 3,3,Fluxicon Disco,2016-04-05 15:16:24+00:00,61
2504,2905,End,complete,End,2016-04-05 15:18:20+00:00,End,End,102951,Variant 3,3,Fluxicon Disco,2016-04-05 15:18:20+00:00,5
2505,2908,Radicar Solicitud Homologacion,complete,8824,2016-03-18 14:23:21+00:00,Radicar Solicitud Homologacion,8824,102952,Variant 3,3,Fluxicon Disco,2016-03-18 14:23:19+00:00,229
2506,2907,Traer informacion estudiante - banner,complete,8824,2016-03-18 14:23:19+00:00,Traer informacion estudiante - banner,8824,102952,Variant 3,3,Fluxicon Disco,2016-03-18 14:23:19+00:00,229
2507,2906,Start,complete,Start,2016-03-18 14:23:19+00:00,Start,Start,102952,Variant 3,3,Fluxicon Disco,2016-03-18 14:23:19+00:00,0
2508,2909,Validar solicitud,complete,677,2016-03-18 14:36:18+00:00,Validar solicitud,677,102952,Variant 3,3,Fluxicon Disco,2016-03-18 14:25:44+00:00,26
2509,2912,Homologacion por grupo de cursos,complete,3445,2016-03-28 18:53:14+00:00,Homologacion por grupo de cursos,3445,102952,Variant 3,3,Fluxicon Disco,2016-03-28 18:05:02+00:00,61
2510,2910,Revisar curso,complete,677,2016-03-28 18:05:03+00:00,Revisar curso,677,102952,Variant 3,3,Fluxicon Disco,2016-03-28 18:05:03+00:00,26
2511,2911,Evaluacion curso,complete,3445,2016-03-28 18:05:38+00:00,Evaluacion curso,3445,102952,Variant 3,3,Fluxicon Disco,2016-03-28 18:05:38+00:00,61
2512,2913,Validacion final,complete,677,2016-03-28 19:15:03+00:00,Validacion final,677,102952,Variant 3,3,Fluxicon Disco,2016-03-28 18:28:48+00:00,26
2513,2914,Visto Bueno Cierre Proceso,complete,3445,2016-04-05 15:17:41+00:00,Visto Bueno Cierre Proceso,3445,102952,Variant 3,3,Fluxicon Disco,2016-04-05 15:15:44+00:00,61
2514,2915,End,complete,End,2016-04-05 15:17:41+00:00,End,End,102952,Variant 3,3,Fluxicon Disco,2016-04-05 15:17:41+00:00,5
2515,2916,Start,complete,Start,2016-03-18 14:27:09+00:00,Start,Start,102953,Variant 3,3,Fluxicon Disco,2016-03-18 14:27:09+00:00,0
2516,2917,Traer informacion estudiante - banner,complete,8824,2016-03-18 14:27:09+00:00,Traer informacion estudiante - banner,8824,102953,Variant 3,3,Fluxicon Disco,2016-03-18 14:27:09+00:00,229
2517,2918,Radicar Solicitud Homologacion,complete,8824,2016-03-18 14:27:11+00:00,Radicar Solicitud Homologacion,8824,102953,Variant 3,3,Fluxicon Disco,2016-03-18 14:27:10+00:00,229
2518,2919,Validar solicitud,complete,677,2016-03-18 14:39:30+00:00,Validar solicitud,677,102953,Variant 3,3,Fluxicon Disco,2016-03-18 14:28:59+00:00,26
2519,2922,Homologacion por grupo de cursos,complete,3445,2016-03-28 18:55:33+00:00,Homologacion por grupo de cursos,3445,102953,Variant 3,3,Fluxicon Disco,2016-03-28 18:07:20+00:00,61
2520,2920,Revisar curso,complete,677,2016-03-28 18:07:20+00:00,Revisar curso,677,102953,Variant 3,3,Fluxicon Disco,2016-03-28 18:07:20+00:00,26
2521,2921,Evaluacion curso,complete,3445,2016-03-28 18:22:26+00:00,Evaluacion curso,3445,102953,Variant 3,3,Fluxicon Disco,2016-03-28 18:07:57+00:00,61
2522,2923,Validacion final,complete,677,2016-03-30 16:01:49+00:00,Validacion final,677,102953,Variant 3,3,Fluxicon Disco,2016-03-30 15:30:00+00:00,26
2523,2924,Visto Bueno Cierre Proceso,complete,3445,2016-04-05 15:21:42+00:00,Visto Bueno Cierre Proceso,3445,102953,Variant 3,3,Fluxicon Disco,2016-04-05 15:19:49+00:00,61
2524,2925,End,complete,End,2016-04-05 15:21:42+00:00,End,End,102953,Variant 3,3,Fluxicon Disco,2016-04-05 15:21:42+00:00,5
2525,2926,Start,complete,Start,2016-03-18 20:11:16+00:00,Start,Start,103051,Variant 1,1,Fluxicon Disco,2016-03-18 20:11:16+00:00,0
2526,2927,Traer informacion estudiante - banner,complete,8064,2016-03-18 20:11:16+00:00,Traer informacion estudiante - banner,8064,103051,Variant 1,1,Fluxicon Disco,2016-03-18 20:11:16+00:00,213
2527,2928,Radicar Solicitud Homologacion,complete,8064,2016-03-18 20:11:40+00:00,Radicar Solicitud Homologacion,8064,103051,Variant 1,1,Fluxicon Disco,2016-03-18 20:11:23+00:00,213
2528,2929,Cancelar Solicitud,complete,22475,2016-03-18 20:35:27+00:00,Cancelar Solicitud,22475,103051,Variant 1,1,Fluxicon Disco,2016-03-18 20:28:29+00:00,9
2529,2930,Notificacion estudiante cancelacion soli,complete,22475,2016-03-28 19:26:47+00:00,Notificacion estudiante cancelacion soli,22475,103051,Variant 1,1,Fluxicon Disco,2016-03-28 19:26:47+00:00,9
2530,2931,End,complete,End,2016-03-28 19:26:47+00:00,End,End,103051,Variant 1,1,Fluxicon Disco,2016-03-28 19:26:47+00:00,5
2531,2932,Start,complete,Start,2016-03-18 20:28:47+00:00,Start,Start,103052,Variant 1,1,Fluxicon Disco,2016-03-18 20:28:47+00:00,0
2532,2933,Traer informacion estudiante - banner,complete,8064,2016-03-18 20:28:47+00:00,Traer informacion estudiante - banner,8064,103052,Variant 1,1,Fluxicon Disco,2016-03-18 20:28:47+00:00,213
2533,2934,Radicar Solicitud Homologacion,complete,8064,2016-03-18 20:28:58+00:00,Radicar Solicitud Homologacion,8064,103052,Variant 1,1,Fluxicon Disco,2016-03-18 20:28:51+00:00,213
2534,2935,Cancelar Solicitud,complete,22475,2016-03-18 20:43:04+00:00,Cancelar Solicitud,22475,103052,Variant 1,1,Fluxicon Disco,2016-03-18 20:36:15+00:00,9
2535,2936,Notificacion estudiante cancelacion soli,complete,22475,2016-03-28 19:25:45+00:00,Notificacion estudiante cancelacion soli,22475,103052,Variant 1,1,Fluxicon Disco,2016-03-28 19:25:45+00:00,9
2536,2937,End,complete,End,2016-03-28 19:25:45+00:00,End,End,103052,Variant 1,1,Fluxicon Disco,2016-03-28 19:25:45+00:00,5
2537,2939,Traer informacion estudiante - banner,complete,11611,2016-03-18 21:10:35+00:00,Traer informacion estudiante - banner,11611,103053,Variant 1,1,Fluxicon Disco,2016-03-18 21:10:35+00:00,281
2538,2938,Start,complete,Start,2016-03-18 21:10:35+00:00,Start,Start,103053,Variant 1,1,Fluxicon Disco,2016-03-18 21:10:35+00:00,0
2539,2940,Radicar Solicitud Homologacion,complete,11611,2016-03-18 21:11:04+00:00,Radicar Solicitud Homologacion,11611,103053,Variant 1,1,Fluxicon Disco,2016-03-18 21:10:38+00:00,281
2540,2941,Cancelar Solicitud,complete,11611,2016-03-18 23:53:22+00:00,Cancelar Solicitud,11611,103053,Variant 1,1,Fluxicon Disco,2016-03-18 21:36:41+00:00,281
2541,2942,Notificacion estudiante cancelacion soli,complete,11611,2016-04-19 22:17:53+00:00,Notificacion estudiante cancelacion soli,11611,103053,Variant 1,1,Fluxicon Disco,2016-04-19 22:17:53+00:00,281
2542,2943,End,complete,End,2016-04-19 22:17:53+00:00,End,End,103053,Variant 1,1,Fluxicon Disco,2016-04-19 22:17:53+00:00,5
2543,2945,Traer informacion estudiante - banner,complete,9404,2016-03-18 21:28:57+00:00,Traer informacion estudiante - banner,9404,103054,Variant 1,1,Fluxicon Disco,2016-03-18 21:28:57+00:00,282
2544,2946,Radicar Solicitud Homologacion,complete,9404,2016-03-18 21:29:48+00:00,Radicar Solicitud Homologacion,9404,103054,Variant 1,1,Fluxicon Disco,2016-03-18 21:28:57+00:00,282
2545,2944,Start,complete,Start,2016-03-18 21:28:57+00:00,Start,Start,103054,Variant 1,1,Fluxicon Disco,2016-03-18 21:28:57+00:00,0
2546,2947,Cancelar Solicitud,complete,19019,2016-03-18 22:25:33+00:00,Cancelar Solicitud,19019,103054,Variant 1,1,Fluxicon Disco,2016-03-18 22:20:54+00:00,11
2547,2949,End,complete,End,2016-03-28 17:04:54+00:00,End,End,103054,Variant 1,1,Fluxicon Disco,2016-03-28 17:04:54+00:00,5
2548,2948,Notificacion estudiante cancelacion soli,complete,19019,2016-03-28 17:04:54+00:00,Notificacion estudiante cancelacion soli,19019,103054,Variant 1,1,Fluxicon Disco,2016-03-28 17:04:54+00:00,11
2549,2951,Traer informacion estudiante - banner,complete,22829,2016-03-18 19:49:48+00:00,Traer informacion estudiante - banner,22829,103102,Variant 1,1,Fluxicon Disco,2016-03-18 19:49:48+00:00,280
2550,2950,Start,complete,Start,2016-03-18 19:49:48+00:00,Start,Start,103102,Variant 1,1,Fluxicon Disco,2016-03-18 19:49:48+00:00,0
2551,2952,Radicar Solicitud Homologacion,complete,22829,2016-03-18 20:05:44+00:00,Radicar Solicitud Homologacion,22829,103102,Variant 1,1,Fluxicon Disco,2016-03-18 19:49:49+00:00,280
2552,2953,Cancelar Solicitud,complete,22475,2016-03-29 20:08:55+00:00,Cancelar Solicitud,22475,103102,Variant 1,1,Fluxicon Disco,2016-03-29 19:45:29+00:00,9
2553,2954,Notificacion estudiante cancelacion soli,complete,22475,2016-04-01 19:12:26+00:00,Notificacion estudiante cancelacion soli,22475,103102,Variant 1,1,Fluxicon Disco,2016-04-01 19:12:26+00:00,9
2554,2955,End,complete,End,2016-04-01 19:12:26+00:00,End,End,103102,Variant 1,1,Fluxicon Disco,2016-04-01 19:12:26+00:00,5
2555,2957,Traer informacion estudiante - banner,complete,7682,2016-03-19 22:33:32+00:00,Traer informacion estudiante - banner,7682,103452,Variant 12,12,Fluxicon Disco,2016-03-19 22:33:32+00:00,266
2556,2956,Start,complete,Start,2016-03-19 22:33:32+00:00,Start,Start,103452,Variant 12,12,Fluxicon Disco,2016-03-19 22:33:32+00:00,0
2557,2958,Radicar Solicitud Homologacion,complete,7682,2016-03-19 22:33:33+00:00,Radicar Solicitud Homologacion,7682,103452,Variant 12,12,Fluxicon Disco,2016-03-19 22:33:33+00:00,266
2558,2959,Validar solicitud,complete,22404,2016-03-23 14:25:13+00:00,Validar solicitud,22404,103452,Variant 12,12,Fluxicon Disco,2016-03-23 13:45:13+00:00,17
2559,2961,Homologacion por grupo de cursos,complete,4560,2016-04-03 16:06:21+00:00,Homologacion por grupo de cursos,4560,103452,Variant 12,12,Fluxicon Disco,2016-04-03 13:58:03+00:00,100
2560,2960,Revisar curso,complete,26757,2016-04-03 15:14:04+00:00,Revisar curso,26757,103452,Variant 12,12,Fluxicon Disco,2016-04-03 13:58:04+00:00,196
2561,2962,Evaluacion curso,complete,26757,2016-04-15 18:41:52+00:00,Evaluacion curso,26757,103452,Variant 12,12,Fluxicon Disco,2016-04-15 18:41:36+00:00,196
2562,2963,Validacion final,complete,22404,2016-04-15 19:19:44+00:00,Validacion final,22404,103452,Variant 12,12,Fluxicon Disco,2016-04-15 19:16:01+00:00,17
2563,2964,Visto Bueno Cierre Proceso,complete,4560,2016-04-18 01:22:31+00:00,Visto Bueno Cierre Proceso,4560,103452,Variant 12,12,Fluxicon Disco,2016-04-18 00:34:13+00:00,100
2564,2965,Transferir Creditos,complete,4560,2016-04-26 13:18:42+00:00,Transferir Creditos,4560,103452,Variant 12,12,Fluxicon Disco,2016-04-26 13:18:42+00:00,100
2565,2966,End,complete,End,2016-04-26 13:18:42+00:00,End,End,103452,Variant 12,12,Fluxicon Disco,2016-04-26 13:18:42+00:00,5
2566,2968,Traer informacion estudiante - banner,complete,26248,2016-03-21 13:32:16+00:00,Traer informacion estudiante - banner,26248,103801,Variant 4,4,Fluxicon Disco,2016-03-21 13:32:16+00:00,283
2567,2967,Start,complete,Start,2016-03-21 13:32:16+00:00,Start,Start,103801,Variant 4,4,Fluxicon Disco,2016-03-21 13:32:16+00:00,0
2568,2969,Radicar Solicitud Homologacion,complete,26248,2016-03-21 13:32:21+00:00,Radicar Solicitud Homologacion,26248,103801,Variant 4,4,Fluxicon Disco,2016-03-21 13:32:21+00:00,283
2569,2970,Validar solicitud,complete,7080,2016-03-21 17:34:28+00:00,Validar solicitud,7080,103801,Variant 4,4,Fluxicon Disco,2016-03-21 16:50:28+00:00,73
2570,2972,Homologacion por grupo de cursos,complete,7080,2016-04-04 18:39:53+00:00,Homologacion por grupo de cursos,7080,103801,Variant 4,4,Fluxicon Disco,2016-04-04 17:35:53+00:00,73
2571,2971,Revisar curso,complete,659,2016-04-04 17:36:23+00:00,Revisar curso,659,103801,Variant 4,4,Fluxicon Disco,2016-04-04 17:35:54+00:00,27
2572,2973,Evaluacion curso,complete,659,2016-04-04 20:05:58+00:00,Evaluacion curso,659,103801,Variant 4,4,Fluxicon Disco,2016-04-04 19:29:54+00:00,27
2573,2974,Validar solicitud / pre-homologacion,complete,7080,2016-04-11 14:02:10+00:00,Validar solicitud / pre-homologacion,7080,103801,Variant 4,4,Fluxicon Disco,2016-04-11 13:34:45+00:00,73
2574,2975,End,complete,End,2016-04-11 14:02:10+00:00,End,End,103801,Variant 4,4,Fluxicon Disco,2016-04-11 14:02:10+00:00,5
2575,2977,Traer informacion estudiante - banner,complete,14126,2016-03-22 12:35:32+00:00,Traer informacion estudiante - banner,14126,104001,Variant 1,1,Fluxicon Disco,2016-03-22 12:35:32+00:00,284
2576,2976,Start,complete,Start,2016-03-22 12:35:32+00:00,Start,Start,104001,Variant 1,1,Fluxicon Disco,2016-03-22 12:35:32+00:00,0
2577,2978,Radicar Solicitud Homologacion,complete,14126,2016-03-22 12:35:37+00:00,Radicar Solicitud Homologacion,14126,104001,Variant 1,1,Fluxicon Disco,2016-03-22 12:35:37+00:00,284
2578,2979,Cancelar Solicitud,complete,6767,2016-03-22 17:10:01+00:00,Cancelar Solicitud,6767,104001,Variant 1,1,Fluxicon Disco,2016-03-22 16:03:32+00:00,167
2579,2981,End,complete,End,2016-04-07 15:29:11+00:00,End,End,104001,Variant 1,1,Fluxicon Disco,2016-04-07 15:29:11+00:00,5
2580,2980,Notificacion estudiante cancelacion soli,complete,6767,2016-04-07 15:29:11+00:00,Notificacion estudiante cancelacion soli,6767,104001,Variant 1,1,Fluxicon Disco,2016-04-07 15:29:11+00:00,167
2581,2983,Traer informacion estudiante - banner,complete,7518,2016-03-22 14:04:09+00:00,Traer informacion estudiante - banner,7518,104053,Variant 4,4,Fluxicon Disco,2016-03-22 14:04:09+00:00,285
2582,2984,Radicar Solicitud Homologacion,complete,7518,2016-03-22 14:04:09+00:00,Radicar Solicitud Homologacion,7518,104053,Variant 4,4,Fluxicon Disco,2016-03-22 14:04:09+00:00,285
2583,2982,Start,complete,Start,2016-03-22 14:04:09+00:00,Start,Start,104053,Variant 4,4,Fluxicon Disco,2016-03-22 14:04:09+00:00,0
2584,2985,Validar solicitud,complete,22404,2016-03-22 15:34:59+00:00,Validar solicitud,22404,104053,Variant 4,4,Fluxicon Disco,2016-03-22 14:06:59+00:00,17
2585,2987,Homologacion por grupo de cursos,complete,22404,2016-04-12 11:33:13+00:00,Homologacion por grupo de cursos,22404,104053,Variant 4,4,Fluxicon Disco,2016-04-12 11:05:13+00:00,17
2586,2986,Revisar curso,complete,22404,2016-04-12 11:05:13+00:00,Revisar curso,22404,104053,Variant 4,4,Fluxicon Disco,2016-04-12 11:05:13+00:00,17
2587,2988,Evaluacion curso,complete,22404,2016-04-12 11:35:21+00:00,Evaluacion curso,22404,104053,Variant 4,4,Fluxicon Disco,2016-04-12 11:07:21+00:00,17
2588,2990,End,complete,End,2016-04-15 17:40:31+00:00,End,End,104053,Variant 4,4,Fluxicon Disco,2016-04-15 17:40:31+00:00,5
2589,2989,Validar solicitud / pre-homologacion,complete,22404,2016-04-15 17:40:31+00:00,Validar solicitud / pre-homologacion,22404,104053,Variant 4,4,Fluxicon Disco,2016-04-15 17:40:31+00:00,17
2590,2991,Start,complete,Start,2016-03-22 14:10:13+00:00,Start,Start,104054,Variant 4,4,Fluxicon Disco,2016-03-22 14:10:13+00:00,0
2591,2992,Traer informacion estudiante - banner,complete,7518,2016-03-22 14:10:13+00:00,Traer informacion estudiante - banner,7518,104054,Variant 4,4,Fluxicon Disco,2016-03-22 14:10:13+00:00,285
2592,2993,Radicar Solicitud Homologacion,complete,7518,2016-03-22 14:10:14+00:00,Radicar Solicitud Homologacion,7518,104054,Variant 4,4,Fluxicon Disco,2016-03-22 14:10:14+00:00,285
2593,2994,Validar solicitud,complete,22404,2016-03-22 15:50:48+00:00,Validar solicitud,22404,104054,Variant 4,4,Fluxicon Disco,2016-03-22 14:22:48+00:00,17
2594,2996,Homologacion por grupo de cursos,complete,22404,2016-04-12 11:44:04+00:00,Homologacion por grupo de cursos,22404,104054,Variant 4,4,Fluxicon Disco,2016-04-12 11:12:04+00:00,17
2595,2995,Revisar curso,complete,26757,2016-04-12 11:40:47+00:00,Revisar curso,26757,104054,Variant 4,4,Fluxicon Disco,2016-04-12 11:12:04+00:00,196
2596,2997,Evaluacion curso,complete,26757,2016-04-15 19:44:07+00:00,Evaluacion curso,26757,104054,Variant 4,4,Fluxicon Disco,2016-04-15 19:43:51+00:00,196
2597,2998,Validar solicitud / pre-homologacion,complete,22404,2016-04-15 20:02:52+00:00,Validar solicitud / pre-homologacion,22404,104054,Variant 4,4,Fluxicon Disco,2016-04-15 19:59:52+00:00,17
2598,2999,End,complete,End,2016-04-15 20:02:52+00:00,End,End,104054,Variant 4,4,Fluxicon Disco,2016-04-15 20:02:52+00:00,5
2599,3001,Traer informacion estudiante - banner,complete,7682,2016-03-22 17:14:01+00:00,Traer informacion estudiante - banner,7682,104101,Variant 11,11,Fluxicon Disco,2016-03-22 17:14:01+00:00,266
2600,3000,Start,complete,Start,2016-03-22 17:14:01+00:00,Start,Start,104101,Variant 11,11,Fluxicon Disco,2016-03-22 17:14:01+00:00,0
2601,3002,Radicar Solicitud Homologacion,complete,7682,2016-03-22 17:14:05+00:00,Radicar Solicitud Homologacion,7682,104101,Variant 11,11,Fluxicon Disco,2016-03-22 17:14:05+00:00,266
2602,3003,Validar solicitud,complete,22404,2016-03-22 18:11:05+00:00,Validar solicitud,22404,104101,Variant 11,11,Fluxicon Disco,2016-03-22 17:38:04+00:00,17
2603,3005,Homologacion por grupo de cursos,complete,4560,2016-04-01 16:16:16+00:00,Homologacion por grupo de cursos,4560,104101,Variant 11,11,Fluxicon Disco,2016-04-01 14:01:00+00:00,100
2604,3004,Revisar curso,complete,241,2016-04-01 15:50:42+00:00,Revisar curso,241,104101,Variant 11,11,Fluxicon Disco,2016-04-01 14:01:01+00:00,72
2605,3006,Evaluacion curso,complete,241,2016-04-20 21:49:27+00:00,Evaluacion curso,241,104101,Variant 11,11,Fluxicon Disco,2016-04-20 21:42:21+00:00,72
2606,3007,Validacion final,complete,22404,2016-04-21 20:50:55+00:00,Validacion final,22404,104101,Variant 11,11,Fluxicon Disco,2016-04-21 20:48:44+00:00,17
2607,3008,Visto Bueno Cierre Proceso,complete,4560,2016-04-22 10:49:05+00:00,Visto Bueno Cierre Proceso,4560,104101,Variant 11,11,Fluxicon Disco,2016-04-22 10:32:48+00:00,100
2608,3009,Transferir Creditos,complete,4560,2016-04-26 13:17:36+00:00,Transferir Creditos,4560,104101,Variant 11,11,Fluxicon Disco,2016-04-26 13:17:36+00:00,100
2609,3010,Transferir creditos homologables,complete,4560,2016-04-26 13:17:36+00:00,Transferir creditos homologables,4560,104101,Variant 11,11,Fluxicon Disco,2016-04-26 13:17:36+00:00,100
2610,3011,End,complete,End,2016-04-26 13:17:36+00:00,End,End,104101,Variant 11,11,Fluxicon Disco,2016-04-26 13:17:36+00:00,5
2611,3012,Start,complete,Start,2016-03-22 17:40:09+00:00,Start,Start,104102,Variant 11,11,Fluxicon Disco,2016-03-22 17:40:09+00:00,0
2612,3013,Traer informacion estudiante - banner,complete,7682,2016-03-22 17:40:09+00:00,Traer informacion estudiante - banner,7682,104102,Variant 11,11,Fluxicon Disco,2016-03-22 17:40:09+00:00,266
2613,3014,Radicar Solicitud Homologacion,complete,7682,2016-03-22 17:40:09+00:00,Radicar Solicitud Homologacion,7682,104102,Variant 11,11,Fluxicon Disco,2016-03-22 17:40:09+00:00,266
2614,3015,Validar solicitud,complete,22404,2016-03-23 14:09:46+00:00,Validar solicitud,22404,104102,Variant 11,11,Fluxicon Disco,2016-03-23 13:36:44+00:00,17
2615,3016,Revisar curso,complete,241,2016-04-01 15:52:35+00:00,Revisar curso,241,104102,Variant 11,11,Fluxicon Disco,2016-04-01 14:02:53+00:00,72
2616,3017,Homologacion por grupo de cursos,complete,4560,2016-04-01 16:18:08+00:00,Homologacion por grupo de cursos,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-01 14:02:53+00:00,100
2617,3018,Evaluacion curso,complete,241,2016-04-20 21:52:20+00:00,Evaluacion curso,241,104102,Variant 11,11,Fluxicon Disco,2016-04-20 21:45:15+00:00,72
2618,3019,Validacion final,complete,22404,2016-04-21 20:52:37+00:00,Validacion final,22404,104102,Variant 11,11,Fluxicon Disco,2016-04-21 20:50:28+00:00,17
2619,3020,Visto Bueno Cierre Proceso,complete,4560,2016-04-22 10:50:42+00:00,Visto Bueno Cierre Proceso,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-22 10:34:24+00:00,100
2620,3023,End,complete,End,2016-04-26 13:18:31+00:00,End,End,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00,5
2621,3021,Transferir Creditos,complete,4560,2016-04-26 13:18:31+00:00,Transferir Creditos,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00,100
2622,3022,Transferir creditos homologables,complete,4560,2016-04-26 13:18:31+00:00,Transferir creditos homologables,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00,100
2623,3024,Start,complete,Start,2016-03-22 22:13:31+00:00,Start,Start,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:31+00:00,0
2624,3025,Traer informacion estudiante - banner,complete,9987,2016-03-22 22:13:31+00:00,Traer informacion estudiante - banner,9987,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:31+00:00,286
2625,3026,Radicar Solicitud Homologacion,complete,9987,2016-03-22 22:13:32+00:00,Radicar Solicitud Homologacion,9987,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:32+00:00,286
2626,3027,Cancelar Solicitud,complete,669,2016-03-23 01:38:46+00:00,Cancelar Solicitud,669,104202,Variant 1,1,Fluxicon Disco,2016-03-23 01:34:03+00:00,8
2627,3029,End,complete,End,2016-03-28 19:43:35+00:00,End,End,104202,Variant 1,1,Fluxicon Disco,2016-03-28 19:43:35+00:00,5
2628,3028,Notificacion estudiante cancelacion soli,complete,669,2016-03-28 19:43:35+00:00,Notificacion estudiante cancelacion soli,669,104202,Variant 1,1,Fluxicon Disco,2016-03-28 19:43:35+00:00,8
2629,3032,Radicar Solicitud Homologacion,complete,5183,2016-03-23 00:03:00+00:00,Radicar Solicitud Homologacion,5183,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00,182
2630,3031,Traer informacion estudiante - banner,complete,5183,2016-03-23 00:03:00+00:00,Traer informacion estudiante - banner,5183,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00,182
2631,3030,Start,complete,Start,2016-03-23 00:03:00+00:00,Start,Start,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00,0
2632,3033,Validar solicitud,complete,22475,2016-03-23 00:17:33+00:00,Validar solicitud,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:14:22+00:00,9
2633,3035,Homologacion por grupo de cursos,complete,22475,2016-03-28 16:53:19+00:00,Homologacion por grupo de cursos,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:11:16+00:00,9
2634,3034,Revisar curso,complete,22475,2016-03-28 16:11:18+00:00,Revisar curso,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:11:17+00:00,9
2635,3036,Evaluacion curso,complete,22438,2016-03-28 16:57:11+00:00,Evaluacion curso,22438,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:13:11+00:00,240
2636,3038,End,complete,End,2016-04-04 22:13:39+00:00,End,End,104206,Variant 4,4,Fluxicon Disco,2016-04-04 22:13:39+00:00,5
2637,3037,Validar solicitud / pre-homologacion,complete,22475,2016-04-04 22:13:39+00:00,Validar solicitud / pre-homologacion,22475,104206,Variant 4,4,Fluxicon Disco,2016-04-04 22:13:39+00:00,9
2638,3062,Traer informacion estudiante - banner,complete,17965,2016-03-23 20:01:04+00:00,Traer informacion estudiante - banner,17965,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:04+00:00,287
2639,3061,Start,complete,Start,2016-03-23 20:01:04+00:00,Start,Start,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:04+00:00,0
2640,3063,Radicar Solicitud Homologacion,complete,17965,2016-03-23 20:01:11+00:00,Radicar Solicitud Homologacion,17965,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:11+00:00,287
