,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator,start_timestamp
3013,Traer informacion estudiante - banner,complete,7682,2016-03-22 17:40:09+00:00,Traer informacion estudiante - banner,7682,104102,Variant 11,11,Fluxicon Disco,2016-03-22 17:40:09+00:00
3014,Radicar Solicitud Homologacion,complete,7682,2016-03-22 17:40:09+00:00,Radicar Solicitud Homologacion,7682,104102,Variant 11,11,Fluxicon Disco,2016-03-22 17:40:09+00:00
3015,Validar solicitud,complete,22404,2016-03-23 14:09:46+00:00,Validar solicitud,22404,104102,Variant 11,11,Fluxicon Disco,2016-03-23 13:36:44+00:00
3016,Revisar curso,complete,241,2016-04-01 15:52:35+00:00,Revisar curso,241,104102,Variant 11,11,Fluxicon Disco,2016-04-01 14:02:53+00:00
3017,Homologacion por grupo de cursos,complete,4560,2016-04-01 16:18:08+00:00,Homologacion por grupo de cursos,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-01 14:02:53+00:00
3018,Evaluacion curso,complete,241,2016-04-20 21:52:20+00:00,Evaluacion curso,241,104102,Variant 11,11,Fluxicon Disco,2016-04-20 21:45:15+00:00
3019,Validacion final,complete,22404,2016-04-21 20:52:37+00:00,Validacion final,22404,104102,Variant 11,11,Fluxicon Disco,2016-04-21 20:50:28+00:00
3020,Visto Bueno Cierre Proceso,complete,4560,2016-04-22 10:50:42+00:00,Visto Bueno Cierre Proceso,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-22 10:34:24+00:00
3021,Transferir Creditos,complete,4560,2016-04-26 13:18:31+00:00,Transferir Creditos,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00
3022,Transferir creditos homologables,complete,4560,2016-04-26 13:18:31+00:00,Transferir creditos homologables,4560,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00
3023,End,complete,End,2016-04-26 13:18:31+00:00,End,End,104102,Variant 11,11,Fluxicon Disco,2016-04-26 13:18:31+00:00
3024,Start,complete,Start,2016-03-22 22:13:31+00:00,Start,Start,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:31+00:00
3025,Traer informacion estudiante - banner,complete,9987,2016-03-22 22:13:31+00:00,Traer informacion estudiante - banner,9987,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:31+00:00
3026,Radicar Solicitud Homologacion,complete,9987,2016-03-22 22:13:32+00:00,Radicar Solicitud Homologacion,9987,104202,Variant 1,1,Fluxicon Disco,2016-03-22 22:13:32+00:00
3027,Cancelar Solicitud,complete,669,2016-03-23 01:38:46+00:00,Cancelar Solicitud,669,104202,Variant 1,1,Fluxicon Disco,2016-03-23 01:34:03+00:00
3028,Notificacion estudiante cancelacion soli,complete,669,2016-03-28 19:43:35+00:00,Notificacion estudiante cancelacion soli,669,104202,Variant 1,1,Fluxicon Disco,2016-03-28 19:43:35+00:00
3029,End,complete,End,2016-03-28 19:43:35+00:00,End,End,104202,Variant 1,1,Fluxicon Disco,2016-03-28 19:43:35+00:00
3030,Start,complete,Start,2016-03-23 00:03:00+00:00,Start,Start,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00
3031,Traer informacion estudiante - banner,complete,5183,2016-03-23 00:03:00+00:00,Traer informacion estudiante - banner,5183,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00
3032,Radicar Solicitud Homologacion,complete,5183,2016-03-23 00:03:00+00:00,Radicar Solicitud Homologacion,5183,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:03:00+00:00
3033,Validar solicitud,complete,22475,2016-03-23 00:17:33+00:00,Validar solicitud,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-23 00:14:22+00:00
3034,Revisar curso,complete,22475,2016-03-28 16:11:18+00:00,Revisar curso,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:11:17+00:00
3035,Homologacion por grupo de cursos,complete,22475,2016-03-28 16:53:19+00:00,Homologacion por grupo de cursos,22475,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:11:16+00:00
3036,Evaluacion curso,complete,22438,2016-03-28 16:57:11+00:00,Evaluacion curso,22438,104206,Variant 4,4,Fluxicon Disco,2016-03-28 16:13:11+00:00
3037,Validar solicitud / pre-homologacion,complete,22475,2016-04-04 22:13:39+00:00,Validar solicitud / pre-homologacion,22475,104206,Variant 4,4,Fluxicon Disco,2016-04-04 22:13:39+00:00
3038,End,complete,End,2016-04-04 22:13:39+00:00,End,End,104206,Variant 4,4,Fluxicon Disco,2016-04-04 22:13:39+00:00
3039,Start,complete,Start,2016-03-23 14:43:38+00:00,Start,Start,104351,Variant 72,72,Fluxicon Disco,2016-03-23 14:43:38+00:00
3040,Traer informacion estudiante - banner,complete,7783,2016-03-23 14:43:38+00:00,Traer informacion estudiante - banner,7783,104351,Variant 72,72,Fluxicon Disco,2016-03-23 14:43:38+00:00
3041,Radicar Solicitud Homologacion,complete,7783,2016-03-23 14:43:43+00:00,Radicar Solicitud Homologacion,7783,104351,Variant 72,72,Fluxicon Disco,2016-03-23 14:43:43+00:00
3042,Validar solicitud,complete,1646,2016-03-24 21:38:39+00:00,Validar solicitud,1646,104351,Variant 72,72,Fluxicon Disco,2016-03-24 19:04:25+00:00
3043,Revisar curso,complete,1646,2016-04-22 15:15:07+00:00,Revisar curso,1646,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:15:06+00:00
3044,Revisar curso,complete,49,2016-04-22 15:20:00+00:00,Revisar curso,49,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:15:06+00:00
3045,Evaluacion curso,complete,10665,2016-04-22 15:29:47+00:00,Evaluacion curso,10665,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:16:46+00:00
3046,Revisar curso,complete,26757,2016-04-22 16:29:37+00:00,Revisar curso,26757,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:15:06+00:00
3047,Recepcion de documentos,complete,26789,2016-04-22 19:13:52+00:00,Recepcion de documentos,26789,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:15:05+00:00
3048,Homologacion por grupo de cursos,complete,12535,2016-04-22 20:04:50+00:00,Homologacion por grupo de cursos,12535,104351,Variant 72,72,Fluxicon Disco,2016-04-22 15:15:06+00:00
3049,Evaluacion curso,complete,49,2016-04-22 22:57:22+00:00,Evaluacion curso,49,104351,Variant 72,72,Fluxicon Disco,2016-04-22 22:09:47+00:00
3050,Validar solicitud / pre-homologacion,complete,1646,2016-04-26 00:55:42+00:00,Validar solicitud / pre-homologacion,1646,104351,Variant 72,72,Fluxicon Disco,2016-04-25 22:18:02+00:00
3051,Validar solicitud / pre-homologacion,complete,1646,2016-05-02 23:43:26+00:00,Validar solicitud / pre-homologacion,1646,104351,Variant 72,72,Fluxicon Disco,2016-05-02 21:45:12+00:00
3052,Evaluacion curso,complete,26757,2016-05-05 19:46:28+00:00,Evaluacion curso,26757,104351,Variant 72,72,Fluxicon Disco,2016-05-05 19:46:07+00:00
3053,Validar solicitud / pre-homologacion,complete,1646,2016-05-05 21:43:38+00:00,Validar solicitud / pre-homologacion,1646,104351,Variant 72,72,Fluxicon Disco,2016-05-05 20:07:47+00:00
3054,Avanzar recepcion documentos,complete,26789,2016-05-24 21:06:25+00:00,Avanzar recepcion documentos,26789,104351,Variant 72,72,Fluxicon Disco,2016-05-24 19:58:21+00:00
3055,Validacion final,complete,1646,2016-06-08 14:53:36+00:00,Validacion final,1646,104351,Variant 72,72,Fluxicon Disco,2016-06-08 14:02:39+00:00
3056,Visto Bueno Cierre Proceso,complete,12535,2016-06-16 18:28:19+00:00,Visto Bueno Cierre Proceso,12535,104351,Variant 72,72,Fluxicon Disco,2016-06-16 18:28:19+00:00
3057,Transferir Creditos,complete,12535,2016-06-16 18:29:44+00:00,Transferir Creditos,12535,104351,Variant 72,72,Fluxicon Disco,2016-06-16 18:29:44+00:00
3058,Transferir creditos homologables,complete,12535,2016-06-16 18:29:45+00:00,Transferir creditos homologables,12535,104351,Variant 72,72,Fluxicon Disco,2016-06-16 18:29:45+00:00
3059,Transferir creditos homologables,complete,12535,2016-06-16 18:29:45+00:00,Transferir creditos homologables,12535,104351,Variant 72,72,Fluxicon Disco,2016-06-16 18:29:45+00:00
3060,End,complete,End,2016-06-16 18:29:45+00:00,End,End,104351,Variant 72,72,Fluxicon Disco,2016-06-16 18:29:45+00:00
3061,Start,complete,Start,2016-03-23 20:01:04+00:00,Start,Start,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:04+00:00
3062,Traer informacion estudiante - banner,complete,17965,2016-03-23 20:01:04+00:00,Traer informacion estudiante - banner,17965,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:04+00:00
3063,Radicar Solicitud Homologacion,complete,17965,2016-03-23 20:01:11+00:00,Radicar Solicitud Homologacion,17965,104401,Variant 5,5,Fluxicon Disco,2016-03-23 20:01:11+00:00
3064,Notificacion estudiante cancelacion soli,complete,1,2016-04-05 21:24:12+00:00,Notificacion estudiante cancelacion soli,1,104401,Variant 5,5,Fluxicon Disco,2016-04-05 21:24:12+00:00
3065,End,complete,End,2016-04-05 21:24:12+00:00,End,End,104401,Variant 5,5,Fluxicon Disco,2016-04-05 21:24:12+00:00
3066,Start,complete,Start,2016-03-24 12:30:48+00:00,Start,Start,104452,Variant 4,4,Fluxicon Disco,2016-03-24 12:30:48+00:00
3067,Traer informacion estudiante - banner,complete,11469,2016-03-24 12:30:48+00:00,Traer informacion estudiante - banner,11469,104452,Variant 4,4,Fluxicon Disco,2016-03-24 12:30:48+00:00
3068,Radicar Solicitud Homologacion,complete,11469,2016-03-24 12:30:49+00:00,Radicar Solicitud Homologacion,11469,104452,Variant 4,4,Fluxicon Disco,2016-03-24 12:30:49+00:00
3069,Validar solicitud,complete,19019,2016-03-24 12:49:47+00:00,Validar solicitud,19019,104452,Variant 4,4,Fluxicon Disco,2016-03-24 12:45:47+00:00
3070,Revisar curso,complete,26757,2016-03-28 19:35:32+00:00,Revisar curso,26757,104452,Variant 4,4,Fluxicon Disco,2016-03-28 17:43:32+00:00
3071,Homologacion por grupo de cursos,complete,19019,2016-03-28 19:41:51+00:00,Homologacion por grupo de cursos,19019,104452,Variant 4,4,Fluxicon Disco,2016-03-28 17:43:32+00:00
3072,Evaluacion curso,complete,26757,2016-04-15 17:06:34+00:00,Evaluacion curso,26757,104452,Variant 4,4,Fluxicon Disco,2016-04-15 17:05:59+00:00
3073,Validar solicitud / pre-homologacion,complete,19019,2016-04-15 19:41:24+00:00,Validar solicitud / pre-homologacion,19019,104452,Variant 4,4,Fluxicon Disco,2016-04-15 19:35:40+00:00
3074,End,complete,End,2016-04-15 19:41:24+00:00,End,End,104452,Variant 4,4,Fluxicon Disco,2016-04-15 19:41:24+00:00
3075,Start,complete,Start,2016-03-24 12:47:53+00:00,Start,Start,104453,Variant 4,4,Fluxicon Disco,2016-03-24 12:47:53+00:00
3076,Traer informacion estudiante - banner,complete,11469,2016-03-24 12:47:53+00:00,Traer informacion estudiante - banner,11469,104453,Variant 4,4,Fluxicon Disco,2016-03-24 12:47:53+00:00
3077,Radicar Solicitud Homologacion,complete,11469,2016-03-24 12:47:54+00:00,Radicar Solicitud Homologacion,11469,104453,Variant 4,4,Fluxicon Disco,2016-03-24 12:47:54+00:00
3078,Validar solicitud,complete,387,2016-03-24 12:58:18+00:00,Validar solicitud,387,104453,Variant 4,4,Fluxicon Disco,2016-03-24 12:54:18+00:00
3079,Revisar curso,complete,26757,2016-03-28 19:24:27+00:00,Revisar curso,26757,104453,Variant 4,4,Fluxicon Disco,2016-03-28 17:32:27+00:00
3080,Homologacion por grupo de cursos,complete,387,2016-03-28 20:56:27+00:00,Homologacion por grupo de cursos,387,104453,Variant 4,4,Fluxicon Disco,2016-03-28 17:32:27+00:00
3081,Evaluacion curso,complete,26757,2016-04-15 17:05:30+00:00,Evaluacion curso,26757,104453,Variant 4,4,Fluxicon Disco,2016-04-15 17:04:55+00:00
3082,Validar solicitud / pre-homologacion,complete,387,2016-04-15 21:06:36+00:00,Validar solicitud / pre-homologacion,387,104453,Variant 4,4,Fluxicon Disco,2016-04-15 19:35:12+00:00
3083,End,complete,End,2016-04-15 21:06:36+00:00,End,End,104453,Variant 4,4,Fluxicon Disco,2016-04-15 21:06:36+00:00
3084,Start,complete,Start,2016-03-25 16:02:05+00:00,Start,Start,104601,Variant 5,5,Fluxicon Disco,2016-03-25 16:02:05+00:00
3085,Traer informacion estudiante - banner,complete,8033,2016-03-25 16:02:05+00:00,Traer informacion estudiante - banner,8033,104601,Variant 5,5,Fluxicon Disco,2016-03-25 16:02:05+00:00
3086,Radicar Solicitud Homologacion,complete,8033,2016-03-25 16:02:11+00:00,Radicar Solicitud Homologacion,8033,104601,Variant 5,5,Fluxicon Disco,2016-03-25 16:02:11+00:00
3087,Notificacion estudiante cancelacion soli,complete,1,2016-04-05 21:24:13+00:00,Notificacion estudiante cancelacion soli,1,104601,Variant 5,5,Fluxicon Disco,2016-04-05 21:24:13+00:00
3088,End,complete,End,2016-04-05 21:24:13+00:00,End,End,104601,Variant 5,5,Fluxicon Disco,2016-04-05 21:24:13+00:00
3089,Start,complete,Start,2016-03-27 19:23:15+00:00,Start,Start,104651,Variant 1,1,Fluxicon Disco,2016-03-27 19:23:15+00:00
3090,Traer informacion estudiante - banner,complete,8416,2016-03-27 19:23:15+00:00,Traer informacion estudiante - banner,8416,104651,Variant 1,1,Fluxicon Disco,2016-03-27 19:23:15+00:00
3091,Radicar Solicitud Homologacion,complete,8416,2016-03-27 19:23:23+00:00,Radicar Solicitud Homologacion,8416,104651,Variant 1,1,Fluxicon Disco,2016-03-27 19:23:23+00:00
3092,Cancelar Solicitud,complete,677,2016-03-28 00:56:30+00:00,Cancelar Solicitud,677,104651,Variant 1,1,Fluxicon Disco,2016-03-27 23:43:33+00:00
3093,Notificacion estudiante cancelacion soli,complete,677,2016-04-08 13:57:13+00:00,Notificacion estudiante cancelacion soli,677,104651,Variant 1,1,Fluxicon Disco,2016-04-08 13:57:13+00:00
3094,End,complete,End,2016-04-08 13:57:13+00:00,End,End,104651,Variant 1,1,Fluxicon Disco,2016-04-08 13:57:13+00:00
3095,Start,complete,Start,2016-03-27 22:20:45+00:00,Start,Start,104701,Variant 1,1,Fluxicon Disco,2016-03-27 22:20:45+00:00
3096,Traer informacion estudiante - banner,complete,8416,2016-03-27 22:20:45+00:00,Traer informacion estudiante - banner,8416,104701,Variant 1,1,Fluxicon Disco,2016-03-27 22:20:45+00:00
3097,Radicar Solicitud Homologacion,complete,8416,2016-03-27 22:20:54+00:00,Radicar Solicitud Homologacion,8416,104701,Variant 1,1,Fluxicon Disco,2016-03-27 22:20:54+00:00
3098,Cancelar Solicitud,complete,677,2016-03-28 00:59:40+00:00,Cancelar Solicitud,677,104701,Variant 1,1,Fluxicon Disco,2016-03-27 23:46:42+00:00
3099,Notificacion estudiante cancelacion soli,complete,677,2016-04-08 13:58:17+00:00,Notificacion estudiante cancelacion soli,677,104701,Variant 1,1,Fluxicon Disco,2016-04-08 13:58:17+00:00
3100,End,complete,End,2016-04-08 13:58:17+00:00,End,End,104701,Variant 1,1,Fluxicon Disco,2016-04-08 13:58:17+00:00
3101,Start,complete,Start,2016-03-28 11:39:07+00:00,Start,Start,104751,Variant 12,12,Fluxicon Disco,2016-03-28 11:39:07+00:00
3102,Traer informacion estudiante - banner,complete,26344,2016-03-28 11:39:07+00:00,Traer informacion estudiante - banner,26344,104751,Variant 12,12,Fluxicon Disco,2016-03-28 11:39:07+00:00
3103,Radicar Solicitud Homologacion,complete,26344,2016-03-28 11:39:16+00:00,Radicar Solicitud Homologacion,26344,104751,Variant 12,12,Fluxicon Disco,2016-03-28 11:39:16+00:00
3104,Validar solicitud,complete,294,2016-03-28 12:23:36+00:00,Validar solicitud,294,104751,Variant 12,12,Fluxicon Disco,2016-03-28 12:15:25+00:00
3105,Revisar curso,complete,22534,2016-03-29 16:11:24+00:00,Revisar curso,22534,104751,Variant 12,12,Fluxicon Disco,2016-03-29 13:11:36+00:00
3106,Homologacion por grupo de cursos,complete,7311,2016-03-29 16:59:24+00:00,Homologacion por grupo de cursos,7311,104751,Variant 12,12,Fluxicon Disco,2016-03-29 13:11:36+00:00
3107,Evaluacion curso,complete,22534,2016-04-28 19:06:22+00:00,Evaluacion curso,22534,104751,Variant 12,12,Fluxicon Disco,2016-04-28 18:36:21+00:00
3108,Validacion final,complete,294,2016-05-04 15:09:20+00:00,Validacion final,294,104751,Variant 12,12,Fluxicon Disco,2016-05-04 15:01:31+00:00
3109,Visto Bueno Cierre Proceso,complete,7311,2016-05-05 15:00:44+00:00,Visto Bueno Cierre Proceso,7311,104751,Variant 12,12,Fluxicon Disco,2016-05-05 14:50:35+00:00
3110,Transferir Creditos,complete,7311,2016-05-06 18:08:38+00:00,Transferir Creditos,7311,104751,Variant 12,12,Fluxicon Disco,2016-05-06 18:08:38+00:00
3111,End,complete,End,2016-05-06 18:08:38+00:00,End,End,104751,Variant 12,12,Fluxicon Disco,2016-05-06 18:08:38+00:00
3112,Start,complete,Start,2016-03-28 12:09:17+00:00,Start,Start,104753,Variant 23,23,Fluxicon Disco,2016-03-28 12:09:17+00:00
3113,Traer informacion estudiante - banner,complete,8033,2016-03-28 12:09:17+00:00,Traer informacion estudiante - banner,8033,104753,Variant 23,23,Fluxicon Disco,2016-03-28 12:09:17+00:00
3114,Radicar Solicitud Homologacion,complete,8033,2016-03-28 12:09:19+00:00,Radicar Solicitud Homologacion,8033,104753,Variant 23,23,Fluxicon Disco,2016-03-28 12:09:19+00:00
3115,Radicar Solicitud Homologacion,complete,8033,2016-03-28 21:33:51+00:00,Radicar Solicitud Homologacion,8033,104753,Variant 23,23,Fluxicon Disco,2016-03-28 21:24:10+00:00
3116,Notificacion estudiante cancelacion soli,complete,1,2016-04-07 21:30:16+00:00,Notificacion estudiante cancelacion soli,1,104753,Variant 23,23,Fluxicon Disco,2016-04-07 21:30:16+00:00
3117,End,complete,End,2016-04-07 21:30:16+00:00,End,End,104753,Variant 23,23,Fluxicon Disco,2016-04-07 21:30:16+00:00
3118,Start,complete,Start,2016-03-28 15:03:20+00:00,Start,Start,104803,Variant 3,3,Fluxicon Disco,2016-03-28 15:03:20+00:00
3119,Traer informacion estudiante - banner,complete,1515,2016-03-28 15:03:20+00:00,Traer informacion estudiante - banner,1515,104803,Variant 3,3,Fluxicon Disco,2016-03-28 15:03:20+00:00
3120,Radicar Solicitud Homologacion,complete,1515,2016-03-28 15:03:41+00:00,Radicar Solicitud Homologacion,1515,104803,Variant 3,3,Fluxicon Disco,2016-03-28 15:03:22+00:00
3121,Validar solicitud,complete,1707,2016-03-28 17:12:56+00:00,Validar solicitud,1707,104803,Variant 3,3,Fluxicon Disco,2016-03-28 15:23:20+00:00
3122,Revisar curso,complete,1707,2016-04-15 13:28:20+00:00,Revisar curso,1707,104803,Variant 3,3,Fluxicon Disco,2016-04-15 11:59:26+00:00
3123,Homologacion por grupo de cursos,complete,15930,2016-04-15 18:26:11+00:00,Homologacion por grupo de cursos,15930,104803,Variant 3,3,Fluxicon Disco,2016-04-15 11:59:26+00:00
3124,Evaluacion curso,complete,7763,2016-05-02 18:41:59+00:00,Evaluacion curso,7763,104803,Variant 3,3,Fluxicon Disco,2016-05-02 13:54:54+00:00
3125,Validacion final,complete,1707,2016-06-24 02:16:54+00:00,Validacion final,1707,104803,Variant 3,3,Fluxicon Disco,2016-06-24 02:16:54+00:00
3126,Visto Bueno Cierre Proceso,complete,15930,2016-06-24 11:40:09+00:00,Visto Bueno Cierre Proceso,15930,104803,Variant 3,3,Fluxicon Disco,2016-06-24 11:29:24+00:00
3127,End,complete,End,2016-06-24 11:40:09+00:00,End,End,104803,Variant 3,3,Fluxicon Disco,2016-06-24 11:40:09+00:00
3128,Start,complete,Start,2016-03-28 17:47:21+00:00,Start,Start,104805,Variant 1,1,Fluxicon Disco,2016-03-28 17:47:21+00:00
3129,Traer informacion estudiante - banner,complete,2091,2016-03-28 17:47:21+00:00,Traer informacion estudiante - banner,2091,104805,Variant 1,1,Fluxicon Disco,2016-03-28 17:47:21+00:00
3130,Radicar Solicitud Homologacion,complete,2091,2016-03-28 17:47:24+00:00,Radicar Solicitud Homologacion,2091,104805,Variant 1,1,Fluxicon Disco,2016-03-28 17:47:24+00:00
3131,Cancelar Solicitud,complete,18929,2016-03-28 18:16:21+00:00,Cancelar Solicitud,18929,104805,Variant 1,1,Fluxicon Disco,2016-03-28 18:00:21+00:00
3132,Notificacion estudiante cancelacion soli,complete,18929,2016-03-30 17:42:41+00:00,Notificacion estudiante cancelacion soli,18929,104805,Variant 1,1,Fluxicon Disco,2016-03-30 17:42:41+00:00
3133,End,complete,End,2016-03-30 17:42:41+00:00,End,End,104805,Variant 1,1,Fluxicon Disco,2016-03-30 17:42:41+00:00
3134,Start,complete,Start,2016-03-28 21:26:06+00:00,Start,Start,104807,Variant 1,1,Fluxicon Disco,2016-03-28 21:26:06+00:00
3135,Traer informacion estudiante - banner,complete,15315,2016-03-28 21:26:06+00:00,Traer informacion estudiante - banner,15315,104807,Variant 1,1,Fluxicon Disco,2016-03-28 21:26:06+00:00
3136,Radicar Solicitud Homologacion,complete,15315,2016-03-28 21:27:43+00:00,Radicar Solicitud Homologacion,15315,104807,Variant 1,1,Fluxicon Disco,2016-03-28 21:26:10+00:00
3137,Cancelar Solicitud,complete,6694,2016-03-29 11:47:49+00:00,Cancelar Solicitud,6694,104807,Variant 1,1,Fluxicon Disco,2016-03-29 11:20:21+00:00
3138,Notificacion estudiante cancelacion soli,complete,6694,2016-04-01 16:28:30+00:00,Notificacion estudiante cancelacion soli,6694,104807,Variant 1,1,Fluxicon Disco,2016-04-01 16:28:30+00:00
3139,End,complete,End,2016-04-01 16:28:30+00:00,End,End,104807,Variant 1,1,Fluxicon Disco,2016-04-01 16:28:30+00:00
3140,Start,complete,Start,2016-03-28 16:56:27+00:00,Start,Start,104901,Variant 73,73,Fluxicon Disco,2016-03-28 16:56:27+00:00
3141,Traer informacion estudiante - banner,complete,4126,2016-03-28 16:56:27+00:00,Traer informacion estudiante - banner,4126,104901,Variant 73,73,Fluxicon Disco,2016-03-28 16:56:27+00:00
3142,Radicar Solicitud Homologacion,complete,4126,2016-03-28 17:04:14+00:00,Radicar Solicitud Homologacion,4126,104901,Variant 73,73,Fluxicon Disco,2016-03-28 16:56:33+00:00
3143,Revisar curso,complete,19019,2016-03-29 14:43:07+00:00,Revisar curso,19019,104901,Variant 73,73,Fluxicon Disco,2016-03-29 14:43:00+00:00
3144,Cancelar curso,complete,19019,2016-03-29 15:33:42+00:00,Cancelar curso,19019,104901,Variant 73,73,Fluxicon Disco,2016-03-29 14:43:00+00:00
3145,Homologacion por grupo de cursos,complete,19019,2016-03-29 15:33:42+00:00,Homologacion por grupo de cursos,19019,104901,Variant 73,73,Fluxicon Disco,2016-03-29 14:43:00+00:00
3146,Validar solicitud,complete,19019,2016-03-29 16:37:44+00:00,Validar solicitud,19019,104901,Variant 73,73,Fluxicon Disco,2016-03-29 16:37:44+00:00
3147,End,complete,End,2016-03-29 16:37:44+00:00,End,End,104901,Variant 73,73,Fluxicon Disco,2016-03-29 16:37:44+00:00
3148,Start,complete,Start,2016-03-29 17:23:11+00:00,Start,Start,105151,Variant 1,1,Fluxicon Disco,2016-03-29 17:23:11+00:00
3149,Traer informacion estudiante - banner,complete,8268,2016-03-29 17:23:11+00:00,Traer informacion estudiante - banner,8268,105151,Variant 1,1,Fluxicon Disco,2016-03-29 17:23:11+00:00
3150,Radicar Solicitud Homologacion,complete,8268,2016-03-29 17:23:46+00:00,Radicar Solicitud Homologacion,8268,105151,Variant 1,1,Fluxicon Disco,2016-03-29 17:23:18+00:00
3151,Cancelar Solicitud,complete,18929,2016-03-29 19:35:38+00:00,Cancelar Solicitud,18929,105151,Variant 1,1,Fluxicon Disco,2016-03-29 19:28:07+00:00
3152,Notificacion estudiante cancelacion soli,complete,18929,2016-03-30 17:44:09+00:00,Notificacion estudiante cancelacion soli,18929,105151,Variant 1,1,Fluxicon Disco,2016-03-30 17:44:09+00:00
3153,End,complete,End,2016-03-30 17:44:09+00:00,End,End,105151,Variant 1,1,Fluxicon Disco,2016-03-30 17:44:09+00:00
3154,Start,complete,Start,2016-03-29 19:07:24+00:00,Start,Start,105202,Variant 10,10,Fluxicon Disco,2016-03-29 19:07:24+00:00
3155,Notificacion estudiante cancelacion soli,complete,8121,2016-03-29 19:07:24+00:00,Notificacion estudiante cancelacion soli,8121,105202,Variant 10,10,Fluxicon Disco,2016-03-29 19:07:24+00:00
3156,Traer informacion estudiante - banner,complete,8121,2016-03-29 20:18:10+00:00,Traer informacion estudiante - banner,8121,105202,Variant 10,10,Fluxicon Disco,2016-03-29 20:18:10+00:00
3157,Radicar Solicitud Homologacion,complete,8121,2016-03-29 20:18:29+00:00,Radicar Solicitud Homologacion,8121,105202,Variant 10,10,Fluxicon Disco,2016-03-29 20:18:13+00:00
3158,Cancelar Solicitud,complete,8121,2016-03-29 20:35:02+00:00,Cancelar Solicitud,8121,105202,Variant 10,10,Fluxicon Disco,2016-03-29 20:35:02+00:00
3159,End,complete,End,2016-03-29 20:35:02+00:00,End,End,105202,Variant 10,10,Fluxicon Disco,2016-03-29 20:35:02+00:00
3160,Start,complete,Start,2016-03-29 20:32:39+00:00,Start,Start,105205,Variant 1,1,Fluxicon Disco,2016-03-29 20:32:39+00:00
3161,Traer informacion estudiante - banner,complete,8064,2016-03-29 20:32:39+00:00,Traer informacion estudiante - banner,8064,105205,Variant 1,1,Fluxicon Disco,2016-03-29 20:32:39+00:00
3162,Radicar Solicitud Homologacion,complete,8064,2016-03-29 20:32:45+00:00,Radicar Solicitud Homologacion,8064,105205,Variant 1,1,Fluxicon Disco,2016-03-29 20:32:40+00:00
3163,Cancelar Solicitud,complete,294,2016-03-29 21:56:06+00:00,Cancelar Solicitud,294,105205,Variant 1,1,Fluxicon Disco,2016-03-29 20:38:02+00:00
3164,Notificacion estudiante cancelacion soli,complete,294,2016-04-12 16:42:32+00:00,Notificacion estudiante cancelacion soli,294,105205,Variant 1,1,Fluxicon Disco,2016-04-12 16:42:32+00:00
3165,End,complete,End,2016-04-12 16:42:32+00:00,End,End,105205,Variant 1,1,Fluxicon Disco,2016-04-12 16:42:32+00:00
3166,Start,complete,Start,2016-03-29 20:37:26+00:00,Start,Start,105207,Variant 2,2,Fluxicon Disco,2016-03-29 20:37:26+00:00
3167,Traer informacion estudiante - banner,complete,7641,2016-03-29 20:37:26+00:00,Traer informacion estudiante - banner,7641,105207,Variant 2,2,Fluxicon Disco,2016-03-29 20:37:26+00:00
3168,Radicar Solicitud Homologacion,complete,7641,2016-03-29 20:47:51+00:00,Radicar Solicitud Homologacion,7641,105207,Variant 2,2,Fluxicon Disco,2016-03-29 20:37:29+00:00
3169,Validar solicitud,complete,18929,2016-03-31 13:07:24+00:00,Validar solicitud,18929,105207,Variant 2,2,Fluxicon Disco,2016-03-31 09:52:40+00:00
3170,Homologacion por grupo de cursos,complete,957,2016-05-04 18:19:46+00:00,Homologacion por grupo de cursos,957,105207,Variant 2,2,Fluxicon Disco,2016-05-04 15:44:23+00:00
3171,End,complete,End,2016-05-04 18:19:46+00:00,End,End,105207,Variant 2,2,Fluxicon Disco,2016-05-04 18:19:46+00:00
3172,Start,complete,Start,2016-03-29 18:53:53+00:00,Start,Start,105252,Variant 31,31,Fluxicon Disco,2016-03-29 18:53:53+00:00
3173,Traer informacion estudiante - banner,complete,8186,2016-03-29 18:53:53+00:00,Traer informacion estudiante - banner,8186,105252,Variant 31,31,Fluxicon Disco,2016-03-29 18:53:53+00:00
