case_id,activity,resource,start_timestamp,end_timestamp
Case 2270,Inbound Call,Johan,2010-03-22 10:23:00,2010-03-22 10:31:00
Case 2270,Inbound Call,Christian,2010-03-25 09:52:00,2010-03-25 10:01:00
Case 2271,Inbound Call,Richard,2010-03-20 10:19:00,2010-03-20 10:25:00
Case 2272,Inbound Call,Steve,2010-03-04 13:52:00,2010-03-04 13:54:00
Case 2273,Inbound Call,Ton,2010-03-05 17:24:00,2010-03-05 17:35:00
Case 2273,Inbound Call,Ton,2010-03-06 10:49:00,2010-03-06 11:06:00
Case 2273,Handle Case,Ashley,2010-03-06 12:03:00,2010-03-06 12:03:00
Case 2273,Handle Case,Ton,2010-03-06 15:10:00,2010-03-06 15:12:00
Case 2273,Handle Case,Ross,2010-03-07 07:33:00,2010-03-07 07:34:00
Case 2273,Handle Case,Ross,2010-03-18 09:19:00,2010-03-18 09:20:00
Case 2273,Handle Case,Ton,2010-03-18 13:33:00,2010-03-18 13:55:00
Case 2273,Handle Case,Ross,2010-03-18 14:49:00,2010-03-18 14:49:00
Case 2273,Handle Case,Ross,2010-04-17 13:25:00,2010-04-17 13:26:00
Case 2274,Inbound Email,Samuil,2010-03-15 10:59:00,2010-03-15 14:27:00
Case 2274,Email Outbound,Samuil,2010-03-15 14:30:00,2010-03-15 14:31:00
Case 2274,Email Outbound,Samuil,2010-03-15 14:31:00,2010-03-15 14:37:00
Case 2275,Inbound Call,Maja,2010-03-21 09:17:00,2010-03-21 09:20:00
Case 2276,Inbound Call,Irena,2010-03-05 09:34:00,2010-03-05 09:38:00
Case 2277,Inbound Call,Steffi,2010-03-30 09:18:00,2010-03-30 09:19:00
Case 2278,Inbound Call,Ton,2010-03-05 17:50:00,2010-03-05 17:51:00
Case 2279,Inbound Call,Johan,2010-03-21 07:46:00,2010-03-21 07:47:00
Case 2280,Inbound Call,Monique,2010-03-05 14:45:00,2010-03-05 14:46:00
Case 2281,Inbound Call,Susi,2010-03-05 10:16:00,2010-03-05 10:22:00
Case 2282,Inbound Call,Kenny,2010-03-27 08:57:00,2010-03-27 09:04:00
Case 2283,Inbound Call,Steffi,2010-03-28 16:00:00,2010-03-28 16:06:00
Case 2284,Inbound Call,Clark,2010-03-11 15:37:00,2010-03-11 15:40:00
Case 2284,Inbound Call,Mary,2010-03-11 15:46:00,2010-03-11 15:47:00
Case 2285,Handle Email,Jochem,2010-04-02 14:43:00,2010-04-02 14:49:00
Case 2285,Handle Email,Jochem,2010-04-02 14:54:00,2010-04-02 14:54:00
Case 2286,Inbound Call,Johan,2010-03-06 12:11:00,2010-03-06 12:13:00
Case 2287,Inbound Call,Ton,2010-03-04 14:03:00,2010-03-04 14:35:00
Case 2287,Handle Case,Harold,2010-03-06 10:32:00,2010-03-06 10:34:00
Case 2287,Handle Case,David,2010-03-07 07:49:00,2010-03-07 07:49:00
Case 2287,Call Outbound,Karen,2010-03-27 13:02:00,2010-03-27 13:06:00
Case 2288,Inbound Call,Maja,2010-03-11 12:22:00,2010-03-11 12:24:00
Case 2289,Inbound Call,Henk,2010-03-05 08:38:00,2010-03-05 08:39:00
Case 2290,Inbound Email,Samuil,2010-03-21 17:38:00,2010-03-22 11:36:00
Case 2290,Email Outbound,Samuil,2010-03-22 11:40:00,2010-03-22 11:41:00
Case 2290,Email Outbound,Samuil,2010-03-22 11:41:00,2010-03-22 11:42:00
Case 2291,Inbound Call,Irena,2010-03-18 08:55:00,2010-03-18 08:56:00
Case 2292,Handle Email,Jochem,2010-03-25 11:45:00,2010-03-25 11:46:00
Case 2292,Handle Email,Jochem,2010-03-25 11:50:00,2010-03-25 11:50:00
Case 2293,Inbound Call,Christian,2010-03-11 14:29:00,2010-03-11 14:34:00
Case 2294,Inbound Call,Anne,2010-03-28 16:04:00,2010-03-28 16:05:00
Case 2295,Handle Email,Steffi,2010-03-11 12:45:00,2010-03-11 13:05:00
Case 2295,Handle Email,Steffi,2010-03-11 13:07:00,2010-03-11 13:07:00
Case 2296,Inbound Call,Erik,2010-03-04 10:31:00,2010-03-04 10:34:00
Case 2296,Inbound Call,Karen,2010-03-07 11:06:00,2010-03-07 11:06:00
Case 2297,Inbound Call,Samuil,2010-03-04 06:19:00,2010-03-04 06:20:00
Case 2297,Inbound Call,Jochem,2010-03-06 16:13:00,2010-03-06 16:16:00
Case 2298,Inbound Call,Anne,2010-03-08 12:01:00,2010-03-08 12:03:00
Case 2299,Inbound Call,Ton,2010-03-04 14:37:00,2010-03-04 14:40:00
Case 2300,Inbound Call,Kenny,2010-03-13 11:46:00,2010-03-13 12:05:00
Case 2301,Inbound Call,Susi,2010-03-21 10:13:00,2010-03-21 10:15:00
Case 2302,Inbound Call,Harold,2010-03-27 15:56:00,2010-03-27 16:00:00
Case 2302,Inbound Call,Barbara,2010-03-28 16:12:00,2010-03-28 16:14:00
Case 2303,Inbound Email,Susi,2010-03-25 18:21:00,2010-03-26 11:05:00
Case 2303,Email Outbound,Susi,2010-03-26 11:07:00,2010-03-26 11:09:00
Case 2303,Email Outbound,Susi,2010-03-26 11:09:00,2010-03-26 11:10:00
Case 2304,Inbound Call,Kenny,2010-03-07 07:29:00,2010-03-07 07:35:00
Case 2305,Inbound Call,Samuil,2010-03-25 08:09:00,2010-03-25 08:10:00
Case 2306,Inbound Call,Henk,2010-03-29 10:45:00,2010-03-29 10:48:00
Case 2307,Inbound Call,Steve,2010-03-13 15:17:00,2010-03-13 15:23:00
Case 2308,Inbound Call,Kenny,2010-03-13 07:42:00,2010-03-13 07:44:00
Case 2309,Inbound Call,Anne,2010-03-13 17:47:00,2010-03-13 17:57:00
Case 2309,Call Outbound,Anne,2010-03-14 13:32:00,2010-03-14 13:33:00
Case 2310,Inbound Call,Wil,2010-03-27 09:00:00,2010-03-27 09:02:00
Case 2311,Inbound Call,Barbara,2010-03-15 12:19:00,2010-03-15 12:20:00
Case 2312,Inbound Call,Maja,2010-03-05 09:00:00,2010-03-05 09:02:00
Case 2313,Inbound Call,Mary,2010-03-30 14:10:00,2010-03-30 14:14:00
Case 2314,Inbound Call,David,2010-03-16 12:27:00,2010-03-16 12:28:00
Case 2315,Inbound Call,Helen,2010-03-28 07:14:00,2010-03-28 07:17:00
Case 2316,Inbound Call,Wil,2010-03-18 11:45:00,2010-03-18 11:47:00
Case 2317,Inbound Call,Kenny,2010-03-21 09:52:00,2010-03-21 09:54:00
Case 2318,Inbound Call,Erik,2010-03-04 10:37:00,2010-03-04 10:42:00
Case 2319,Inbound Call,Anne,2010-03-08 11:54:00,2010-03-08 11:56:00
Case 2320,Inbound Call,Johan,2010-03-04 08:32:00,2010-03-04 08:34:00
Case 2321,Inbound Email,Jochem,2010-03-17 18:52:00,2010-03-19 11:03:00
Case 2321,Handle Email,Jochem,2010-03-19 11:03:00,2010-03-19 11:17:00
Case 2321,Email Outbound,Jochem,2010-03-19 11:20:00,2010-03-19 11:23:00
Case 2321,Handle Case,Jochem,2010-03-19 11:23:00,2010-03-19 11:23:00
Case 2322,Inbound Call,Helen,2010-03-05 09:02:00,2010-03-05 09:09:00
Case 2323,Inbound Call,David,2010-03-25 08:07:00,2010-03-25 08:08:00
Case 2323,Inbound Call,Harold,2010-03-25 15:58:00,2010-03-25 16:00:00
Case 2324,Inbound Call,Barbara,2010-03-19 17:36:00,2010-03-19 17:37:00
Case 2325,Inbound Call,Susi,2010-03-19 10:59:00,2010-03-19 11:01:00
Case 2325,Inbound Call,Steffi,2010-03-19 11:22:00,2010-03-19 11:23:00
Case 2326,Inbound Email,Jochem,2010-03-25 17:01:00,2010-03-26 12:00:00
Case 2326,Email Outbound,Jochem,2010-03-26 12:01:00,2010-03-26 12:04:00
Case 2326,Handle Email,Jochem,2010-03-26 12:05:00,2010-03-26 12:05:00
Case 2326,Handle Case,Jochem,2010-04-04 11:46:00,2010-04-04 11:46:00
Case 2327,Handle Email,Jochem,2010-03-25 12:04:00,2010-03-25 12:06:00
Case 2327,Call Outbound,Jochem,2010-03-25 12:08:00,2010-03-25 12:09:00
Case 2328,Inbound Call,Karen,2010-03-12 13:19:00,2010-03-12 13:23:00
Case 2329,Inbound Call,Irena,2010-03-13 12:35:00,2010-03-13 12:37:00
Case 2330,Handle Email,Steffi,2010-03-18 13:05:00,2010-03-18 13:16:00
Case 2330,Call Outbound,Steffi,2010-03-18 13:17:00,2010-03-18 13:18:00
Case 2331,Inbound Call,Irena,2010-03-08 11:56:00,2010-03-08 11:58:00
Case 2332,Inbound Call,Nancy,2010-03-26 12:37:00,2010-03-26 12:42:00
Case 2333,Inbound Call,Anne,2010-03-05 13:36:00,2010-03-05 13:38:00
Case 2334,Inbound Call,David,2010-03-25 09:05:00,2010-03-25 09:06:00
Case 2335,Inbound Call,Johan,2010-03-04 08:23:00,2010-03-04 08:26:00
Case 2336,Inbound Call,Nancy,2010-03-28 12:37:00,2010-03-28 12:42:00
Case 2336,Inbound Call,Monique,2010-04-09 17:56:00,2010-04-09 17:58:00
Case 2336,Inbound Call,Monique,2010-04-09 18:01:00,2010-04-09 18:02:00
Case 2336,Inbound Call,Michael,2010-04-09 18:03:00,2010-04-09 18:06:00
Case 2337,Inbound Call,Maja,2010-03-05 08:36:00,2010-03-05 08:37:00
Case 2338,Inbound Call,Jochem,2010-03-21 09:14:00,2010-03-21 09:16:00
Case 2339,Inbound Call,Erik,2010-03-18 08:09:00,2010-03-18 08:13:00
Case 2339,Inbound Call,Christian,2010-04-04 15:23:00,2010-04-04 15:25:00
Case 2339,Inbound Call,Steve,2010-04-09 17:07:00,2010-04-09 17:12:00
Case 2339,Inbound Call,Christian,2010-04-18 17:40:00,2010-04-18 17:42:00
Case 2339,Inbound Call,Steffi,2010-04-19 15:01:00,2010-04-19 15:08:00
Case 2340,Inbound Call,Susi,2010-03-13 07:36:00,2010-03-13 07:39:00
Case 2341,Inbound Call,Jochem,2010-03-19 15:17:00,2010-03-19 15:24:00
Case 2342,Handle Email,Mary,2010-03-25 14:38:00,2010-03-25 14:39:00
Case 2342,Handle Email,Mary,2010-03-25 14:45:00,2010-03-25 14:45:00
Case 2342,Handle Case,Mathias,2010-03-26 09:12:00,2010-03-26 09:22:00
Case 2342,Inbound Call,Michael,2010-03-27 11:46:00,2010-03-27 11:53:00
Case 2343,Inbound Call,Karen,2010-03-15 14:59:00,2010-03-15 15:00:00
Case 2343,Handle Case,Mathias,2010-03-18 08:02:00,2010-03-18 08:04:00
Case 2343,Inbound Call,Erik,2010-03-18 11:13:00,2010-03-18 11:16:00
Case 2343,Inbound Call,Ton,2010-03-27 11:09:00,2010-03-27 11:11:00
Case 2343,Inbound Call,Ton,2010-03-27 14:59:00,2010-03-27 14:59:00
Case 2343,Inbound Call,Ton,2010-03-27 14:59:00,2010-03-27 15:10:00
Case 2343,Inbound Call,Michael,2010-03-28 15:49:00,2010-03-28 15:57:00
Case 2344,Inbound Call,Samuil,2010-03-09 07:25:00,2010-03-09 07:35:00
Case 2344,Inbound Call,Harold,2010-03-09 09:37:00,2010-03-09 09:43:00
Case 2344,Handle Case,Mathias,2010-03-15 10:03:00,2010-03-15 10:09:00
Case 2344,Handle Case,Harold,2010-03-15 10:46:00,2010-03-15 10:49:00
Case 2344,Handle Case,Harold,2010-03-15 13:05:00,2010-03-15 13:06:00
Case 2345,Inbound Call,Clark,2010-03-13 09:03:00,2010-03-13 09:05:00
Case 2346,Inbound Email,Samuil,2010-03-02 07:01:00,2010-03-05 11:35:00
Case 2346,Email Outbound,Samuil,2010-03-05 11:38:00,2010-03-05 11:50:00
Case 2346,Handle Email,Samuil,2010-03-05 11:51:00,2010-03-05 11:51:00
Case 2347,Inbound Call,Richard,2010-03-05 09:15:00,2010-03-05 09:25:00
Case 2348,Inbound Call,Christian,2010-03-04 16:16:00,2010-03-04 16:18:00
Case 2349,Inbound Call,Henk,2010-03-06 09:02:00,2010-03-06 09:03:00
Case 2350,Inbound Call,Fred,2010-03-25 11:36:00,2010-03-25 11:38:00
Case 2351,Inbound Call,Wil,2010-03-07 08:14:00,2010-03-07 08:16:00
Case 2352,Inbound Call,Barbara,2010-03-13 17:08:00,2010-03-13 17:14:00
Case 2353,Inbound Email,Samuil,2010-03-17 08:44:00,2010-03-19 06:48:00
Case 2353,Email Outbound,Samuil,2010-03-19 06:53:00,2010-03-19 06:57:00
Case 2353,Handle Email,Samuil,2010-03-19 06:57:00,2010-03-19 06:57:00
Case 2354,Inbound Call,Johan,2010-03-12 09:48:00,2010-03-12 09:53:00
Case 2355,Inbound Call,Kenny,2010-03-11 09:17:00,2010-03-11 09:20:00
Case 2356,Inbound Call,Monique,2010-03-06 15:25:00,2010-03-06 15:28:00
Case 2357,Inbound Call,Michael,2010-03-18 14:41:00,2010-03-18 14:43:00
Case 2358,Inbound Call,Susi,2010-03-22 08:23:00,2010-03-22 08:24:00
Case 2359,Inbound Call,Elena,2010-03-25 07:56:00,2010-03-25 08:06:00
Case 2360,Inbound Call,Wil,2010-03-12 07:56:00,2010-03-12 07:57:00
Case 2360,Inbound Call,David,2010-03-12 07:58:00,2010-03-12 08:04:00
Case 2361,Handle Email,Jochem,2010-03-11 10:04:00,2010-03-11 10:05:00
Case 2361,Handle Email,Jochem,2010-03-11 10:07:00,2010-03-11 10:07:00
Case 2361,Call Outbound,Jochem,2010-03-11 11:57:00,2010-03-11 11:57:00
Case 2361,Call Outbound,Jochem,2010-03-11 12:01:00,2010-03-11 12:02:00
Case 2362,Inbound Email,Jochem,2010-03-31 21:45:00,2010-04-03 14:27:00
Case 2362,Email Outbound,Jochem,2010-04-03 14:28:00,2010-04-03 14:33:00
Case 2362,Handle Email,Jochem,2010-04-03 14:33:00,2010-04-03 14:33:00
Case 2363,Inbound Call,Wil,2010-03-29 09:36:00,2010-03-29 09:39:00
Case 2364,Inbound Call,Erik,2010-03-06 11:31:00,2010-03-06 11:32:00
Case 2365,Inbound Call,Monique,2010-03-25 16:11:00,2010-03-25 16:12:00
Case 2366,Handle Email,Jochem,2010-04-01 15:05:00,2010-04-01 15:07:00
Case 2366,Handle Email,Jochem,2010-04-01 15:09:00,2010-04-01 15:09:00
Case 2367,Inbound Email,Samuil,2010-03-27 11:26:00,2010-03-28 07:47:00
Case 2367,Email Outbound,Samuil,2010-03-28 07:51:00,2010-03-28 07:54:00
Case 2367,Email Outbound,Samuil,2010-03-28 07:54:00,2010-03-28 07:55:00
Case 2368,Inbound Call,Michael,2010-03-05 14:54:00,2010-03-05 14:56:00
Case 2368,Call Outbound,Michael,2010-03-06 15:05:00,2010-03-06 15:07:00
Case 2368,Call Outbound,Michael,2010-03-08 12:41:00,2010-03-08 12:44:00
Case 2368,Handle Case,Michael,2010-03-11 16:36:00,2010-03-11 16:40:00
Case 2368,Inbound Call,Jochem,2010-03-20 16:13:00,2010-03-20 16:19:00
Case 2368,Email Outbound,Jochem,2010-03-20 16:20:00,2010-03-20 16:21:00
Case 2368,Call Outbound,Jochem,2010-03-21 14:43:00,2010-03-21 14:46:00
Case 2368,Handle Case,Jochem,2010-03-22 13:35:00,2010-03-22 13:35:00
Case 2369,Handle Case,Mariska,2010-03-26 09:36:00,2010-03-26 09:46:00
Case 2370,Inbound Call,Richard,2010-03-06 10:32:00,2010-03-06 10:33:00
Case 2371,Inbound Call,Karen,2010-03-08 09:28:00,2010-03-08 09:30:00
Case 2372,Inbound Call,Christian,2010-03-20 15:35:00,2010-03-20 15:37:00
Case 2373,Inbound Call,Clark,2010-03-16 11:15:00,2010-03-16 11:19:00
Case 2374,Inbound Call,Anne,2010-03-13 09:23:00,2010-03-13 09:25:00
Case 2375,Inbound Call,Henk,2010-03-12 07:25:00,2010-03-12 07:27:00
Case 2375,Call Outbound,Henk,2010-03-14 11:52:00,2010-03-14 11:54:00
Case 2375,Call Outbound,Henk,2010-03-19 11:22:00,2010-03-19 11:28:00
Case 2376,Inbound Email,Samuil,2010-03-15 09:33:00,2010-03-18 12:08:00
Case 2376,Call Outbound,Samuil,2010-03-18 12:14:00,2010-03-18 12:14:00
Case 2376,Inbound Email,Samuil,2010-03-18 12:16:00,2010-03-18 12:16:00
Case 2376,Call Outbound,Samuil,2010-03-18 12:16:00,2010-03-18 12:16:00
Case 2377,Inbound Email,Mary,2010-03-07 21:20:00,2010-03-08 10:50:00
Case 2377,Call Outbound,Mary,2010-03-08 10:51:00,2010-03-08 10:52:00
Case 2377,Email Outbound,Mary,2010-03-08 10:52:00,2010-03-08 10:54:00
Case 2377,Handle Email,Mary,2010-03-08 10:54:00,2010-03-08 10:54:00
Case 2378,Inbound Call,Monique,2010-03-14 18:11:00,2010-03-14 18:12:00
Case 2379,Inbound Call,Richard,2010-03-19 09:59:00,2010-03-19 10:24:00
Case 2379,Inbound Call,Kenny,2010-04-08 09:13:00,2010-04-08 09:24:00
Case 2380,Inbound Call,Susi,2010-03-12 10:15:00,2010-03-12 10:18:00
Case 2381,Inbound Call,Henk,2010-03-11 08:33:00,2010-03-11 08:35:00
Case 2381,Inbound Call,Christian,2010-03-11 15:47:00,2010-03-11 15:48:00
Case 2382,Inbound Email,Samuil,2010-03-19 19:13:00,2010-03-20 09:15:00
Case 2382,Email Outbound,Samuil,2010-03-20 09:22:00,2010-03-20 09:25:00
Case 2382,Handle Email,Samuil,2010-03-20 09:25:00,2010-03-20 09:25:00
Case 2382,Handle Email,Samuil,2010-03-21 11:00:00,2010-03-21 11:09:00
Case 2382,Handle Email,Samuil,2010-03-21 11:11:00,2010-03-21 11:11:00
Case 2382,Inbound Call,Harold,2010-03-29 16:29:00,2010-03-29 16:36:00
Case 2383,Inbound Call,Irena,2010-03-21 10:47:00,2010-03-21 10:48:00
Case 2383,Inbound Call,Henk,2010-04-04 11:04:00,2010-04-04 11:05:00
Case 2384,Inbound Call,Nancy,2010-03-28 14:56:00,2010-03-28 14:59:00
Case 2385,Inbound Call,Maja,2010-03-07 09:43:00,2010-03-07 09:44:00
Case 2386,Inbound Call,Monique,2010-03-06 15:40:00,2010-03-06 15:42:00
Case 2387,Inbound Call,Kenny,2010-03-05 07:56:00,2010-03-05 07:58:00
Case 2388,Inbound Call,Maja,2010-03-20 13:07:00,2010-03-20 13:08:00
Case 2389,Handle Email,Jochem,2010-03-06 10:13:00,2010-03-06 10:17:00
Case 2389,Handle Email,Jochem,2010-03-06 10:27:00,2010-03-06 10:27:00
Case 2390,Inbound Call,Elena,2010-03-19 11:34:00,2010-03-19 11:43:00
Case 2391,Inbound Call,Richard,2010-03-14 09:53:00,2010-03-14 09:54:00
Case 2392,Inbound Email,Samuil,2010-03-24 12:14:00,2010-03-26 06:48:00
Case 2392,Email Outbound,Samuil,2010-03-26 06:49:00,2010-03-26 06:51:00
Case 2392,Handle Email,Samuil,2010-03-26 06:51:00,2010-03-26 06:51:00
Case 2393,Inbound Call,Wil,2010-03-07 16:02:00,2010-03-07 16:03:00
Case 2393,Call Outbound,Wil,2010-03-11 14:23:00,2010-03-11 14:25:00
Case 2393,Handle Case,Wil,2010-03-14 11:45:00,2010-03-14 11:45:00
Case 2393,Inbound Call,Karen,2010-03-16 09:12:00,2010-03-16 09:13:00
Case 2394,Inbound Call,Jochem,2010-03-07 16:02:00,2010-03-07 16:03:00
Case 2394,Inbound Call,Steve,2010-04-03 14:45:00,2010-04-03 14:49:00
Case 2394,Handle Case,Mathias,2010-04-04 07:17:00,2010-04-04 07:19:00
Case 2394,Inbound Call,Wil,2010-04-25 09:05:00,2010-04-25 09:07:00
Case 2394,Handle Case,Melanie,2010-04-25 10:29:00,2010-04-25 10:38:00
Case 2395,Inbound Call,Harold,2010-03-27 17:55:00,2010-03-27 17:56:00
Case 2396,Inbound Call,Jochem,2010-03-20 17:34:00,2010-03-20 17:37:00
Case 2396,Handle Case,Mathias,2010-03-21 09:14:00,2010-03-21 09:16:00
Case 2396,Inbound Call,Karen,2010-03-21 16:00:00,2010-03-21 16:01:00
Case 2396,Inbound Call,Susi,2010-03-22 07:26:00,2010-03-22 07:28:00
Case 2396,Inbound Call,Ton,2010-03-29 16:46:00,2010-03-29 16:48:00
Case 2396,Handle Case,Ton,2010-03-29 17:02:00,2010-03-29 17:03:00
Case 2397,Inbound Call,Anne,2010-03-06 09:27:00,2010-03-06 09:31:00
Case 2397,Inbound Call,Henk,2010-03-06 11:32:00,2010-03-06 11:34:00
Case 2398,Handle Email,Jochem,2010-03-27 12:26:00,2010-03-27 12:27:00
Case 2398,Handle Email,Jochem,2010-03-27 12:29:00,2010-03-27 12:29:00
Case 2399,Inbound Call,Samuil,2010-03-29 09:47:00,2010-03-29 09:48:00
Case 2400,Inbound Call,Johan,2010-03-04 11:26:00,2010-03-04 11:27:00
Case 2401,Inbound Call,Susi,2010-03-30 09:53:00,2010-03-30 10:02:00
Case 2402,Inbound Call,Kenny,2010-03-05 10:46:00,2010-03-05 10:48:00
Case 2403,Call Outbound,David,2010-03-08 08:17:00,2010-03-08 08:22:00
Case 2404,Inbound Call,Irena,2010-03-04 09:07:00,2010-03-04 09:08:00
Case 2405,Inbound Call,Helen,2010-03-13 08:44:00,2010-03-13 08:48:00
Case 2406,Inbound Call,Maja,2010-03-05 10:32:00,2010-03-05 10:33:00
Case 2407,Inbound Call,Elena,2010-03-19 09:48:00,2010-03-19 09:56:00
Case 2408,Inbound Email,Samuil,2010-03-25 23:17:00,2010-03-26 13:40:00
Case 2408,Email Outbound,Samuil,2010-03-26 13:46:00,2010-03-26 13:47:00
Case 2408,Email Outbound,Samuil,2010-03-26 13:47:00,2010-03-26 13:48:00
Case 2408,Call Outbound,Steffi,2010-04-01 09:52:00,2010-04-01 10:12:00
Case 2409,Inbound Call,Karen,2010-03-12 14:45:00,2010-03-12 14:46:00
Case 2409,Inbound Call,Irena,2010-04-01 08:01:00,2010-04-01 08:03:00
Case 2410,Inbound Email,Wil,2010-03-15 20:57:00,2010-03-18 14:23:00
Case 2410,Handle Email,Wil,2010-03-18 14:23:00,2010-03-18 14:24:00
Case 2410,Email Outbound,Wil,2010-03-18 14:24:00,2010-03-18 14:25:00
Case 2410,Inbound Call,Irena,2010-03-20 09:33:00,2010-03-20 09:36:00
Case 2411,Inbound Call,Mary,2010-03-07 08:21:00,2010-03-07 08:22:00
Case 2412,Inbound Call,Clark,2010-03-05 13:22:00,2010-03-05 13:31:00
Case 2412,Call Outbound,Clark,2010-03-05 16:31:00,2010-03-05 16:31:00
Case 2412,Call Outbound,Clark,2010-03-07 14:02:00,2010-03-07 14:11:00
Case 2413,Inbound Call,Richard,2010-03-20 11:40:00,2010-03-20 11:41:00
Case 2414,Inbound Call,Ton,2010-03-12 10:45:00,2010-03-12 10:46:00
Case 2415,Inbound Call,Clark,2010-03-20 13:52:00,2010-03-20 13:57:00
Case 2416,Inbound Call,Anne,2010-03-06 10:27:00,2010-03-06 10:28:00
Case 2417,Inbound Call,Steve,2010-03-18 16:00:00,2010-03-18 16:03:00
Case 2418,Inbound Call,Ton,2010-03-04 15:09:00,2010-03-04 15:09:00
Case 2419,Inbound Call,Clark,2010-03-05 17:43:00,2010-03-05 17:47:00
Case 2420,Inbound Call,Richard,2010-03-07 06:35:00,2010-03-07 06:37:00
Case 2421,Inbound Call,Monique,2010-03-19 15:23:00,2010-03-19 15:24:00
Case 2421,Inbound Call,Monique,2010-03-19 15:40:00,2010-03-19 15:42:00
Case 2421,Handle Case,Monique,2010-03-25 12:29:00,2010-03-25 12:30:00
Case 2422,Inbound Call,Anne,2010-03-14 16:09:00,2010-03-14 16:13:00
Case 2422,Call Outbound,Anne,2010-03-15 11:37:00,2010-03-15 11:40:00
Case 2422,Handle Case,Maja,2010-03-15 12:38:00,2010-03-15 12:39:00
Case 2422,Handle Case,Maja,2010-04-05 12:20:00,2010-04-05 12:20:00
Case 2423,Handle Email,Jochem,2010-03-27 12:29:00,2010-03-27 12:31:00
Case 2423,Handle Email,Jochem,2010-03-27 12:37:00,2010-03-27 12:37:00
Case 2424,Inbound Call,Christian,2010-03-04 10:19:00,2010-03-04 10:22:00
Case 2424,Inbound Call,Irena,2010-03-05 11:00:00,2010-03-05 11:02:00
Case 2424,Handle Case,Stephanie,2010-03-05 11:54:00,2010-03-05 11:58:00
Case 2424,Handle Case,Megan,2010-03-06 12:51:00,2010-03-06 12:52:00
Case 2424,Handle Case,Stephanie,2010-03-07 12:32:00,2010-03-07 12:32:00
Case 2425,Inbound Call,Wil,2010-03-28 15:25:00,2010-03-28 15:26:00
Case 2426,Inbound Call,Helen,2010-03-13 06:25:00,2010-03-13 06:26:00
Case 2427,Inbound Call,Kenny,2010-03-12 09:42:00,2010-03-12 09:51:00
Case 2427,Handle Case,Mathias,2010-03-13 07:13:00,2010-03-13 07:16:00
Case 2428,Handle Email,Samuil,2010-03-11 13:13:00,2010-03-11 13:15:00
Case 2428,Handle Email,Samuil,2010-03-11 13:21:00,2010-03-11 13:21:00
Case 2428,Call Outbound,Samuil,2010-03-12 12:07:00,2010-03-12 12:08:00
Case 2428,Inbound Call,Wil,2010-03-12 13:44:00,2010-03-12 13:50:00
Case 2428,Call Outbound,Samuil,2010-03-12 13:57:00,2010-03-12 14:05:00
Case 2428,Inbound Call,Wil,2010-03-12 14:06:00,2010-03-12 14:46:00
Case 2428,Handle Case,Marianne,2010-03-13 11:58:00,2010-03-13 14:30:00
Case 2428,Handle Case,Marianne,2010-03-13 14:31:00,2010-03-13 14:31:00
Case 2428,Handle Case,Ton,2010-03-14 09:50:00,2010-03-14 09:54:00
Case 2428,Call Outbound,Samuil,2010-03-14 09:58:00,2010-03-14 10:07:00
Case 2429,Inbound Call,Clark,2010-03-04 15:33:00,2010-03-04 15:34:00
Case 2430,Inbound Call,Ton,2010-03-05 11:31:00,2010-03-05 12:01:00
Case 2430,Inbound Call,Ton,2010-03-05 12:29:00,2010-03-05 12:40:00
Case 2430,Inbound Call,Nancy,2010-03-05 17:53:00,2010-03-05 17:58:00
Case 2430,Handle Case,Nancy,2010-03-06 16:09:00,2010-03-06 16:14:00
Case 2431,Inbound Call,Steffi,2010-03-26 12:51:00,2010-03-26 12:55:00
Case 2432,Inbound Call,Kenny,2010-03-13 08:46:00,2010-03-13 08:48:00
Case 2433,Inbound Call,Kenny,2010-03-12 10:00:00,2010-03-12 10:01:00
Case 2434,Inbound Call,Monique,2010-03-05 17:22:00,2010-03-05 17:24:00
Case 2434,Inbound Call,Elena,2010-04-03 11:49:00,2010-04-03 11:57:00
Case 2435,Inbound Call,Maja,2010-03-18 07:40:00,2010-03-18 07:41:00
Case 2436,Inbound Call,Wil,2010-03-16 13:50:00,2010-03-16 13:52:00
Case 2437,Inbound Call,Karen,2010-03-18 13:23:00,2010-03-18 13:24:00
Case 2438,Inbound Email,Mary,2010-03-01 11:17:00,2010-03-06 08:42:00
Case 2438,Call Outbound,Mary,2010-03-06 08:43:00,2010-03-06 08:43:00
Case 2438,Email Outbound,Mary,2010-03-06 08:44:00,2010-03-06 08:51:00
Case 2438,Email Outbound,Mary,2010-03-06 08:51:00,2010-03-06 08:52:00
Case 2439,Inbound Call,Ton,2010-03-04 15:45:00,2010-03-04 15:46:00
Case 2440,Inbound Call,Mary,2010-03-22 15:27:00,2010-03-22 15:28:00
Case 2441,Inbound Call,Mary,2010-03-26 08:46:00,2010-03-26 08:47:00
Case 2442,Inbound Email,Samuil,2010-03-10 10:42:00,2010-03-12 10:09:00
Case 2442,Call Outbound,Samuil,2010-03-12 10:11:00,2010-03-12 10:12:00
Case 2442,Handle Email,Samuil,2010-03-12 10:12:00,2010-03-12 10:12:00
Case 2442,Call Outbound,Samuil,2010-03-13 11:34:00,2010-03-13 11:38:00
Case 2442,Email Outbound,Samuil,2010-03-13 11:38:00,2010-03-13 11:39:00
Case 2442,Inbound Call,Anne,2010-03-14 12:20:00,2010-03-14 12:22:00
