case_id,resource,activity_name,start_timestamp,end_timestamp,agent
470,Appraiser-000002,Appraise property,2023-03-22 11:34:40.107000+00:00,2023-03-22 11:59:08.027000+00:00,3
470,Clerk-000002,Check credit history,2023-03-22 11:34:40.107000+00:00,2023-03-22 11:59:58.017000+00:00,2
470,AML Investigator-000002,AML check,2023-03-22 11:34:40.107000+00:00,2023-03-22 12:13:02.714000+00:00,13
470,Loan Officer-000001,Assess loan risk,2023-03-22 12:13:02.714000+00:00,2023-03-22 12:33:02.714000+00:00,11
470,Loan Officer-000002,Design loan offer,2023-03-22 12:33:02.714000+00:00,2023-03-22 12:39:03.067000+00:00,12
470,Senior Officer-000001,Approve loan offer,2023-03-22 12:39:03.067000+00:00,2023-03-22 12:59:03.067000+00:00,14
470,Clerk-000007,Cancel application,2023-03-22 12:59:03.067000+00:00,2023-03-22 13:04:03.067000+00:00,9
471,Clerk-000004,Check application form completeness,2023-03-22 11:30:00+00:00,2023-03-22 11:43:37.214000+00:00,6
471,Appraiser-000001,Appraise property,2023-03-22 11:43:37.214000+00:00,2023-03-22 11:45:34.484000+00:00,8
471,AML Investigator-000001,AML check,2023-03-22 11:43:37.214000+00:00,2023-03-22 11:50:53.019000+00:00,7
471,Clerk-000006,Check credit history,2023-03-22 11:43:37.214000+00:00,2023-03-22 12:15:42.199000+00:00,5
471,Loan Officer-000003,Assess loan risk,2023-03-22 12:15:42.199000+00:00,2023-03-22 12:35:42.199000+00:00,15
471,Clerk-000002,Reject application,2023-03-22 12:35:42.199000+00:00,2023-03-22 12:45:42.199000+00:00,2
472,Clerk-000007,Check application form completeness,2023-03-22 12:00:00+00:00,2023-03-22 12:10:11.914000+00:00,9
472,Clerk-000005,Check credit history,2023-03-22 12:10:11.914000+00:00,2023-03-22 12:10:37.980000+00:00,4
472,AML Investigator-000001,AML check,2023-03-22 12:10:11.914000+00:00,2023-03-22 12:31:15.666000+00:00,7
472,Appraiser-000001,Appraise property,2023-03-22 12:10:11.914000+00:00,2023-03-22 13:43:57.381000+00:00,8
472,Loan Officer-000003,Assess loan risk,2023-03-22 13:43:57.381000+00:00,2023-03-22 14:03:57.381000+00:00,15
472,Loan Officer-000004,Design loan offer,2023-03-22 14:03:57.381000+00:00,2023-03-22 14:25:41.480000+00:00,16
472,Senior Officer-000002,Approve loan offer,2023-03-22 14:25:41.480000+00:00,2023-03-22 14:45:41.480000+00:00,17
472,Clerk-000005,Cancel application,2023-03-22 14:45:41.480000+00:00,2023-03-22 14:50:41.480000+00:00,4
473,Clerk-000001,Check application form completeness,2023-03-22 12:30:00+00:00,2023-03-22 12:30:11.616000+00:00,0
473,Appraiser-000002,Appraise property,2023-03-22 12:30:11.616000+00:00,2023-03-22 12:43:00.876000+00:00,3
473,AML Investigator-000002,AML check,2023-03-22 12:30:11.616000+00:00,2023-03-22 12:43:59.076000+00:00,13
473,Clerk-000004,Check credit history,2023-03-22 12:30:11.616000+00:00,2023-03-22 12:55:54.991000+00:00,6
473,Loan Officer-000004,Assess loan risk,2023-03-22 12:55:54.991000+00:00,2023-03-22 13:15:54.991000+00:00,16
473,Clerk-000006,Reject application,2023-03-22 13:15:54.991000+00:00,2023-03-22 13:25:54.991000+00:00,5
474,Clerk-000005,Check application form completeness,2023-03-22 13:00:00+00:00,2023-03-22 13:14:38.812000+00:00,4
474,Clerk-000008,Check credit history,2023-03-22 13:14:38.812000+00:00,2023-03-22 13:17:47.074000+00:00,10
474,Appraiser-000002,Appraise property,2023-03-22 13:14:38.812000+00:00,2023-03-22 13:21:38.033000+00:00,3
474,AML Investigator-000001,AML check,2023-03-22 13:14:38.812000+00:00,2023-03-22 13:28:38.921000+00:00,7
474,Loan Officer-000001,Assess loan risk,2023-03-22 13:28:38.921000+00:00,2023-03-22 13:48:38.921000+00:00,11
474,Loan Officer-000002,Design loan offer,2023-03-22 13:48:38.921000+00:00,2023-03-22 14:27:58.397000+00:00,12
474,Senior Officer-000001,Approve loan offer,2023-03-22 14:27:58.397000+00:00,2023-03-22 14:47:58.397000+00:00,14
474,Clerk-000008,Approve application,2023-03-22 14:47:58.397000+00:00,2023-03-22 14:52:58.397000+00:00,10
475,Clerk-000001,Check application form completeness,2023-03-22 13:30:00+00:00,2023-03-22 13:39:42.974000+00:00,0
475,Appraiser-000002,Appraise property,2023-03-22 13:39:42.974000+00:00,2023-03-22 13:44:42.250000+00:00,3
475,Clerk-000002,Check credit history,2023-03-22 13:39:42.974000+00:00,2023-03-22 14:02:54.040000+00:00,2
475,AML Investigator-000002,AML check,2023-03-22 13:39:42.974000+00:00,2023-03-22 14:21:26.040000+00:00,13
475,Loan Officer-000001,Assess loan risk,2023-03-22 14:21:26.040000+00:00,2023-03-22 14:41:26.040000+00:00,11
475,Loan Officer-000003,Design loan offer,2023-03-22 14:41:26.040000+00:00,2023-03-22 14:53:36.609000+00:00,15
475,Senior Officer-000002,Approve loan offer,2023-03-22 14:53:36.609000+00:00,2023-03-23 07:13:36.609000+00:00,17
475,Clerk-000004,Cancel application,2023-03-23 07:13:36.609000+00:00,2023-03-23 07:18:36.609000+00:00,6
476,Clerk-000003,Check application form completeness,2023-03-22 14:00:00+00:00,2023-03-22 14:08:14.372000+00:00,1
476,Appraiser-000001,Appraise property,2023-03-22 14:08:14.372000+00:00,2023-03-22 14:10:22.275000+00:00,8
476,Clerk-000004,Check credit history,2023-03-22 14:08:14.372000+00:00,2023-03-22 14:28:44.663000+00:00,6
476,AML Investigator-000001,AML check,2023-03-22 14:08:14.372000+00:00,2023-03-22 14:42:48.372000+00:00,7
476,Loan Officer-000004,Assess loan risk,2023-03-22 14:42:48.372000+00:00,2023-03-23 07:02:48.372000+00:00,16
476,Clerk-000001,Reject application,2023-03-23 07:02:48.372000+00:00,2023-03-23 07:12:48.372000+00:00,0
477,Clerk-000007,Check application form completeness,2023-03-22 14:30:00+00:00,2023-03-23 07:11:20.342000+00:00,9
477,Clerk-000003,Return application back to applicant,2023-03-23 07:11:20.342000+00:00,2023-03-23 07:16:20.342000+00:00,1
477,Applicant-000001,Applicant completes form,2023-03-23 07:16:20.342000+00:00,2023-03-23 08:16:20.342000+00:00,18
477,Clerk-000001,Check application form completeness,2023-03-23 08:16:20.342000+00:00,2023-03-23 08:16:53.882000+00:00,0
477,AML Investigator-000001,AML check,2023-03-23 08:16:53.882000+00:00,2023-03-23 08:31:23.247000+00:00,7
477,Clerk-000003,Check credit history,2023-03-23 08:16:53.882000+00:00,2023-03-23 08:40:08.125000+00:00,1
477,Appraiser-000001,Appraise property,2023-03-23 08:17:16.085000+00:00,2023-03-23 08:41:01.582000+00:00,8
477,Loan Officer-000002,Assess loan risk,2023-03-23 08:41:01.582000+00:00,2023-03-23 09:01:01.582000+00:00,12
477,Clerk-000002,Reject application,2023-03-23 09:01:01.582000+00:00,2023-03-23 09:11:01.582000+00:00,2
478,Clerk-000006,Check application form completeness,2023-03-22 15:00:00+00:00,2023-03-23 07:03:51.621000+00:00,5
478,AML Investigator-000002,AML check,2023-03-23 07:03:51.621000+00:00,2023-03-23 07:06:18.964000+00:00,13
478,Appraiser-000002,Appraise property,2023-03-23 07:03:51.621000+00:00,2023-03-23 07:21:10.736000+00:00,3
478,Clerk-000002,Check credit history,2023-03-23 07:03:51.621000+00:00,2023-03-23 08:00:09.654000+00:00,2
478,Loan Officer-000002,Assess loan risk,2023-03-23 08:00:09.654000+00:00,2023-03-23 08:20:09.654000+00:00,12
478,Loan Officer-000003,Design loan offer,2023-03-23 08:20:09.654000+00:00,2023-03-23 08:43:26.275000+00:00,15
478,Senior Officer-000001,Approve loan offer,2023-03-23 08:43:26.275000+00:00,2023-03-23 09:03:26.275000+00:00,14
478,Clerk-000006,Cancel application,2023-03-23 09:03:26.275000+00:00,2023-03-23 09:08:26.275000+00:00,5
479,Clerk-000005,Check application form completeness,2023-03-23 07:30:00+00:00,2023-03-23 07:51:10.407000+00:00,4
479,AML Investigator-000001,AML check,2023-03-23 07:51:10.407000+00:00,2023-03-23 07:57:43.151000+00:00,7
479,Clerk-000008,Check credit history,2023-03-23 07:51:10.407000+00:00,2023-03-23 08:10:46.645000+00:00,10
479,Appraiser-000001,Appraise property,2023-03-23 07:51:10.407000+00:00,2023-03-23 08:17:16.085000+00:00,8
479,Loan Officer-000001,Assess loan risk,2023-03-23 08:17:16.085000+00:00,2023-03-23 08:37:16.085000+00:00,11
479,Loan Officer-000004,Design loan offer,2023-03-23 08:37:16.085000+00:00,2023-03-23 08:47:19.675000+00:00,16
479,Senior Officer-000002,Approve loan offer,2023-03-23 08:47:19.675000+00:00,2023-03-23 09:07:19.675000+00:00,17
479,Clerk-000008,Cancel application,2023-03-23 09:07:19.675000+00:00,2023-03-23 09:12:19.675000+00:00,10
480,Clerk-000006,Check application form completeness,2023-03-23 08:00:00+00:00,2023-03-23 08:03:06.757000+00:00,5
480,Clerk-000007,Check credit history,2023-03-23 08:03:06.757000+00:00,2023-03-23 08:16:32.641000+00:00,9
480,AML Investigator-000002,AML check,2023-03-23 08:03:06.757000+00:00,2023-03-23 08:26:17.910000+00:00,13
480,Appraiser-000002,Appraise property,2023-03-23 08:03:06.757000+00:00,2023-03-23 09:14:38.184000+00:00,3
480,Loan Officer-000001,Assess loan risk,2023-03-23 09:14:38.184000+00:00,2023-03-23 09:34:38.184000+00:00,11
480,Loan Officer-000003,Design loan offer,2023-03-23 09:34:38.184000+00:00,2023-03-23 09:35:32.905000+00:00,15
480,Senior Officer-000001,Approve loan offer,2023-03-23 09:35:32.905000+00:00,2023-03-23 09:55:32.905000+00:00,14
480,Clerk-000004,Approve application,2023-03-23 09:55:32.905000+00:00,2023-03-23 10:00:32.905000+00:00,6
481,Clerk-000004,Check application form completeness,2023-03-23 08:30:00+00:00,2023-03-23 09:09:32.707000+00:00,6
481,Appraiser-000001,Appraise property,2023-03-23 09:09:32.707000+00:00,2023-03-23 09:15:12.189000+00:00,8
481,Clerk-000007,Check credit history,2023-03-23 09:09:32.707000+00:00,2023-03-23 09:26:23.175000+00:00,9
481,AML Investigator-000002,AML check,2023-03-23 09:09:32.707000+00:00,2023-03-23 10:03:48.812000+00:00,13
481,Loan Officer-000004,Assess loan risk,2023-03-23 10:03:48.812000+00:00,2023-03-23 10:23:48.812000+00:00,16
481,Loan Officer-000003,Design loan offer,2023-03-23 10:23:48.812000+00:00,2023-03-23 10:31:43.176000+00:00,15
481,Senior Officer-000002,Approve loan offer,2023-03-23 10:31:43.176000+00:00,2023-03-23 10:51:43.176000+00:00,17
481,Clerk-000006,Cancel application,2023-03-23 10:51:43.176000+00:00,2023-03-23 10:56:43.176000+00:00,5
482,Clerk-000005,Check application form completeness,2023-03-23 09:00:00+00:00,2023-03-23 09:34:35.230000+00:00,4
482,Clerk-000003,Check credit history,2023-03-23 09:34:35.230000+00:00,2023-03-23 09:35:02.922000+00:00,1
482,AML Investigator-000001,AML check,2023-03-23 09:34:35.230000+00:00,2023-03-23 09:35:13.653000+00:00,7
482,Appraiser-000002,Appraise property,2023-03-23 09:34:35.230000+00:00,2023-03-23 10:05:19.459000+00:00,3
482,Loan Officer-000002,Assess loan risk,2023-03-23 10:05:19.459000+00:00,2023-03-23 10:25:19.459000+00:00,12
482,Clerk-000007,Reject application,2023-03-23 10:25:19.459000+00:00,2023-03-23 10:35:19.459000+00:00,9
483,Clerk-000001,Check application form completeness,2023-03-23 09:30:00+00:00,2023-03-23 09:43:51.963000+00:00,0
483,Clerk-000006,Check credit history,2023-03-23 09:43:51.963000+00:00,2023-03-23 09:51:34.067000+00:00,5
483,AML Investigator-000001,AML check,2023-03-23 09:43:51.963000+00:00,2023-03-23 10:13:59.829000+00:00,7
483,Appraiser-000001,Appraise property,2023-03-23 09:43:51.963000+00:00,2023-03-23 10:17:06.805000+00:00,8
483,Loan Officer-000001,Assess loan risk,2023-03-23 10:17:06.805000+00:00,2023-03-23 10:37:06.805000+00:00,11
483,Clerk-000001,Reject application,2023-03-23 10:37:06.805000+00:00,2023-03-23 10:47:06.805000+00:00,0
484,Clerk-000002,Check application form completeness,2023-03-23 10:00:00+00:00,2023-03-23 10:10:15.588000+00:00,2
484,Appraiser-000002,Appraise property,2023-03-23 10:10:15.588000+00:00,2023-03-23 10:35:20.207000+00:00,3
484,Clerk-000008,Check credit history,2023-03-23 10:10:15.588000+00:00,2023-03-23 11:08:12.476000+00:00,10
484,AML Investigator-000002,AML check,2023-03-23 10:10:15.588000+00:00,2023-03-23 11:41:52.954000+00:00,13
484,Loan Officer-000001,Assess loan risk,2023-03-23 11:41:52.954000+00:00,2023-03-23 12:01:52.954000+00:00,11
484,Loan Officer-000004,Design loan offer,2023-03-23 12:01:52.954000+00:00,2023-03-23 12:06:33.282000+00:00,16
484,Senior Officer-000002,Approve loan offer,2023-03-23 12:06:33.282000+00:00,2023-03-23 12:26:33.282000+00:00,17
484,Clerk-000004,Cancel application,2023-03-23 12:26:33.282000+00:00,2023-03-23 12:31:33.282000+00:00,6
485,Clerk-000005,Check application form completeness,2023-03-23 10:30:00+00:00,2023-03-23 10:32:18.145000+00:00,4
485,Clerk-000003,Check credit history,2023-03-23 10:32:18.145000+00:00,2023-03-23 10:34:30.410000+00:00,1
485,AML Investigator-000001,AML check,2023-03-23 10:32:18.145000+00:00,2023-03-23 10:45:04.074000+00:00,7
485,Appraiser-000001,Appraise property,2023-03-23 10:32:18.145000+00:00,2023-03-23 11:03:38.830000+00:00,8
485,Loan Officer-000004,Assess loan risk,2023-03-23 11:03:38.830000+00:00,2023-03-23 11:23:38.830000+00:00,16
485,Loan Officer-000003,Design loan offer,2023-03-23 11:23:38.830000+00:00,2023-03-23 11:23:51.712000+00:00,15
485,Senior Officer-000001,Approve loan offer,2023-03-23 11:23:51.712000+00:00,2023-03-23 11:43:51.712000+00:00,14
485,Clerk-000001,Cancel application,2023-03-23 11:43:51.712000+00:00,2023-03-23 11:48:51.712000+00:00,0
486,Clerk-000004,Check application form completeness,2023-03-23 11:00:00+00:00,2023-03-23 11:17:35.161000+00:00,6
486,AML Investigator-000001,AML check,2023-03-23 11:17:35.161000+00:00,2023-03-23 11:18:51.057000+00:00,7
486,Appraiser-000002,Appraise property,2023-03-23 11:17:35.161000+00:00,2023-03-23 11:19:43.145000+00:00,3
486,Clerk-000002,Check credit history,2023-03-23 11:17:35.161000+00:00,2023-03-23 11:23:35.494000+00:00,2
486,Loan Officer-000002,Assess loan risk,2023-03-23 11:23:35.494000+00:00,2023-03-23 11:43:35.494000+00:00,12
486,Clerk-000007,Reject application,2023-03-23 11:43:35.494000+00:00,2023-03-23 11:53:35.494000+00:00,9
487,Clerk-000005,Check application form completeness,2023-03-23 11:30:00+00:00,2023-03-23 11:37:13.248000+00:00,4
487,AML Investigator-000001,AML check,2023-03-23 11:37:13.248000+00:00,2023-03-23 11:49:57.664000+00:00,7
487,Appraiser-000001,Appraise property,2023-03-23 11:37:13.248000+00:00,2023-03-23 12:04:41.028000+00:00,8
487,Clerk-000003,Check credit history,2023-03-23 11:37:13.248000+00:00,2023-03-23 13:16:24.190000+00:00,1
487,Loan Officer-000002,Assess loan risk,2023-03-23 13:16:24.190000+00:00,2023-03-23 13:36:24.190000+00:00,12
487,Loan Officer-000001,Design loan offer,2023-03-23 13:36:24.190000+00:00,2023-03-23 13:38:33.668000+00:00,11
487,Senior Officer-000001,Approve loan offer,2023-03-23 13:38:33.668000+00:00,2023-03-23 13:58:33.668000+00:00,14
487,Clerk-000002,Approve application,2023-03-23 13:58:33.668000+00:00,2023-03-23 14:03:33.668000+00:00,2
488,Clerk-000006,Check application form completeness,2023-03-23 12:00:00+00:00,2023-03-23 12:01:14.462000+00:00,5
488,Clerk-000008,Check credit history,2023-03-23 12:01:14.462000+00:00,2023-03-23 12:04:55.181000+00:00,10
488,Appraiser-000002,Appraise property,2023-03-23 12:01:14.462000+00:00,2023-03-23 12:27:15.458000+00:00,3
488,AML Investigator-000002,AML check,2023-03-23 12:01:14.462000+00:00,2023-03-23 12:39:40.191000+00:00,13
488,Loan Officer-000003,Assess loan risk,2023-03-23 12:39:40.191000+00:00,2023-03-23 12:59:40.191000+00:00,15
488,Clerk-000001,Reject application,2023-03-23 12:59:40.191000+00:00,2023-03-23 13:09:40.191000+00:00,0
489,Clerk-000002,Check application form completeness,2023-03-23 12:30:00+00:00,2023-03-23 12:46:32.959000+00:00,2
489,Appraiser-000001,Appraise property,2023-03-23 12:46:32.959000+00:00,2023-03-23 13:09:33.014000+00:00,8
489,Clerk-000005,Check credit history,2023-03-23 12:46:32.959000+00:00,2023-03-23 13:33:04.136000+00:00,4
489,AML Investigator-000001,AML check,2023-03-23 12:46:32.959000+00:00,2023-03-23 13:40:47.329000+00:00,7
489,Loan Officer-000004,Assess loan risk,2023-03-23 13:40:47.329000+00:00,2023-03-23 14:00:47.329000+00:00,16
489,Clerk-000003,Reject application,2023-03-23 14:00:47.329000+00:00,2023-03-23 14:10:47.329000+00:00,1
490,Clerk-000007,Check application form completeness,2023-03-23 13:00:00+00:00,2023-03-23 13:29:43.827000+00:00,9
490,Clerk-000006,Check credit history,2023-03-23 13:29:43.827000+00:00,2023-03-23 13:34:21.478000+00:00,5
490,AML Investigator-000002,AML check,2023-03-23 13:29:43.827000+00:00,2023-03-23 14:39:36.416000+00:00,13
490,Appraiser-000002,Appraise property,2023-03-23 13:29:43.827000+00:00,2023-03-24 07:00:36.117000+00:00,3
490,Loan Officer-000002,Assess loan risk,2023-03-24 07:00:36.117000+00:00,2023-03-24 07:20:36.117000+00:00,12
490,Loan Officer-000004,Design loan offer,2023-03-24 07:20:36.117000+00:00,2023-03-24 07:30:16.962000+00:00,16
490,Senior Officer-000002,Approve loan offer,2023-03-24 07:30:16.962000+00:00,2023-03-24 07:50:16.962000+00:00,17
490,Clerk-000001,Approve application,2023-03-24 07:50:16.962000+00:00,2023-03-24 07:55:16.962000+00:00,0
491,Clerk-000008,Check application form completeness,2023-03-23 13:30:00+00:00,2023-03-23 13:31:54.358000+00:00,10
491,Clerk-000004,Check credit history,2023-03-23 13:31:54.358000+00:00,2023-03-23 14:15:18.085000+00:00,6
491,Appraiser-000001,Appraise property,2023-03-23 13:31:54.358000+00:00,2023-03-23 14:32:44.403000+00:00,8
491,AML Investigator-000001,AML check,2023-03-23 13:40:47.329000+00:00,2023-03-23 13:44:25.463000+00:00,7
491,Loan Officer-000003,Assess loan risk,2023-03-23 14:32:44.403000+00:00,2023-03-23 14:52:44.403000+00:00,15
491,Clerk-000005,Reject application,2023-03-23 14:52:44.403000+00:00,2023-03-24 07:02:44.403000+00:00,4
492,Clerk-000001,Check application form completeness,2023-03-23 14:00:00+00:00,2023-03-23 14:29:04.784000+00:00,0
492,AML Investigator-000001,AML check,2023-03-23 14:29:04.784000+00:00,2023-03-23 14:32:44.435000+00:00,7
492,Clerk-000007,Check credit history,2023-03-23 14:29:04.784000+00:00,2023-03-23 14:34:50.244000+00:00,9
492,Appraiser-000001,Appraise property,2023-03-23 14:32:44.403000+00:00,2023-03-24 07:10:13.852000+00:00,8
492,Loan Officer-000001,Assess loan risk,2023-03-24 07:10:13.852000+00:00,2023-03-24 07:30:13.852000+00:00,11
492,Loan Officer-000003,Design loan offer,2023-03-24 07:30:13.852000+00:00,2023-03-24 07:38:31.403000+00:00,15
492,Senior Officer-000001,Approve loan offer,2023-03-24 07:38:31.403000+00:00,2023-03-24 07:58:31.403000+00:00,14
492,Clerk-000005,Approve application,2023-03-24 07:58:31.403000+00:00,2023-03-24 08:03:31.403000+00:00,4
493,Clerk-000008,Check application form completeness,2023-03-23 14:30:00+00:00,2023-03-24 07:07:38.052000+00:00,10
493,AML Investigator-000001,AML check,2023-03-24 07:07:38.052000+00:00,2023-03-24 07:08:19.419000+00:00,7
493,Appraiser-000002,Appraise property,2023-03-24 07:07:38.052000+00:00,2023-03-24 07:21:16.362000+00:00,3
493,Clerk-000002,Check credit history,2023-03-24 07:07:38.052000+00:00,2023-03-24 07:56:23.217000+00:00,2
493,Loan Officer-000002,Assess loan risk,2023-03-24 07:56:23.217000+00:00,2023-03-24 08:16:23.217000+00:00,12
493,Clerk-000001,Reject application,2023-03-24 08:16:23.217000+00:00,2023-03-24 08:26:23.217000+00:00,0
494,Clerk-000006,Check application form completeness,2023-03-23 15:00:00+00:00,2023-03-24 07:20:05.731000+00:00,5
494,AML Investigator-000002,AML check,2023-03-24 07:20:05.731000+00:00,2023-03-24 07:50:11.069000+00:00,13
494,Appraiser-000001,Appraise property,2023-03-24 07:20:05.731000+00:00,2023-03-24 08:01:28.517000+00:00,8
494,Clerk-000003,Check credit history,2023-03-24 07:20:05.731000+00:00,2023-03-24 08:06:58.965000+00:00,1
494,Loan Officer-000001,Assess loan risk,2023-03-24 08:06:58.965000+00:00,2023-03-24 08:26:58.965000+00:00,11
494,Clerk-000002,Reject application,2023-03-24 08:26:58.965000+00:00,2023-03-24 08:36:58.965000+00:00,2
495,Clerk-000004,Check application form completeness,2023-03-24 07:30:00+00:00,2023-03-24 07:57:20.247000+00:00,6
495,Appraiser-000002,Appraise property,2023-03-24 07:57:20.247000+00:00,2023-03-24 08:30:15.835000+00:00,3
495,AML Investigator-000001,AML check,2023-03-24 07:57:20.247000+00:00,2023-03-24 08:42:33.740000+00:00,7
495,Clerk-000007,Check credit history,2023-03-24 07:57:20.247000+00:00,2023-03-24 08:45:52.801000+00:00,9
495,Loan Officer-000003,Assess loan risk,2023-03-24 08:45:52.801000+00:00,2023-03-24 09:05:52.801000+00:00,15
495,Loan Officer-000001,Design loan offer,2023-03-24 09:05:52.801000+00:00,2023-03-24 09:10:06.311000+00:00,11
495,Senior Officer-000001,Approve loan offer,2023-03-24 09:10:06.311000+00:00,2023-03-24 09:30:06.311000+00:00,14
495,Clerk-000006,Approve application,2023-03-24 09:30:06.311000+00:00,2023-03-24 09:35:06.311000+00:00,5
496,Clerk-000008,Check application form completeness,2023-03-24 08:00:00+00:00,2023-03-24 08:10:55.373000+00:00,10
496,Appraiser-000001,Appraise property,2023-03-24 08:10:55.373000+00:00,2023-03-24 08:11:57.244000+00:00,8
496,AML Investigator-000002,AML check,2023-03-24 08:10:55.373000+00:00,2023-03-24 08:16:21.191000+00:00,13
496,Clerk-000006,Check credit history,2023-03-24 08:10:55.373000+00:00,2023-03-24 08:30:42.845000+00:00,5
496,Loan Officer-000004,Assess loan risk,2023-03-24 08:30:42.845000+00:00,2023-03-24 08:50:42.845000+00:00,16
496,Loan Officer-000002,Design loan offer,2023-03-24 08:50:42.845000+00:00,2023-03-24 08:54:16.983000+00:00,12
496,Senior Officer-000002,Approve loan offer,2023-03-24 08:54:16.983000+00:00,2023-03-24 09:14:16.983000+00:00,17
496,Clerk-000003,Approve application,2023-03-24 09:14:16.983000+00:00,2023-03-24 09:19:16.983000+00:00,1
497,Clerk-000004,Check application form completeness,2023-03-24 08:30:00+00:00,2023-03-24 09:57:12.136000+00:00,6
497,Appraiser-000002,Appraise property,2023-03-24 09:57:12.136000+00:00,2023-03-24 09:58:27.713000+00:00,3
497,AML Investigator-000001,AML check,2023-03-24 09:57:12.136000+00:00,2023-03-24 10:39:58.548000+00:00,7
497,Clerk-000002,Check credit history,2023-03-24 09:57:12.136000+00:00,2023-03-24 10:44:49.852000+00:00,2
497,Loan Officer-000003,Assess loan risk,2023-03-24 10:44:49.852000+00:00,2023-03-24 11:04:49.852000+00:00,15
497,Clerk-000007,Reject application,2023-03-24 11:04:49.852000+00:00,2023-03-24 11:14:49.852000+00:00,9
498,Clerk-000005,Check application form completeness,2023-03-24 09:00:00+00:00,2023-03-24 09:19:07.190000+00:00,4
498,Clerk-000008,Check credit history,2023-03-24 09:19:07.190000+00:00,2023-03-24 09:26:37.608000+00:00,10
498,AML Investigator-000002,AML check,2023-03-24 09:19:07.190000+00:00,2023-03-24 09:41:55.984000+00:00,13
498,Appraiser-000001,Appraise property,2023-03-24 09:19:07.190000+00:00,2023-03-24 09:47:00.542000+00:00,8
498,Loan Officer-000004,Assess loan risk,2023-03-24 09:47:00.542000+00:00,2023-03-24 10:07:00.542000+00:00,16
498,Clerk-000005,Reject application,2023-03-24 10:07:00.542000+00:00,2023-03-24 10:17:00.542000+00:00,4
499,Clerk-000001,Check application form completeness,2023-03-24 09:30:00+00:00,2023-03-24 10:16:19.260000+00:00,0
499,Appraiser-000001,Appraise property,2023-03-24 10:16:19.260000+00:00,2023-03-24 10:18:47.824000+00:00,8
499,AML Investigator-000002,AML check,2023-03-24 10:16:19.260000+00:00,2023-03-24 10:33:12.727000+00:00,13
499,Clerk-000003,Check credit history,2023-03-24 10:16:19.260000+00:00,2023-03-24 10:38:15.265000+00:00,1
499,Loan Officer-000002,Assess loan risk,2023-03-24 10:38:15.265000+00:00,2023-03-24 10:58:15.265000+00:00,12
499,Clerk-000001,Reject application,2023-03-24 10:58:15.265000+00:00,2023-03-24 11:08:15.265000+00:00,0
500,Clerk-000007,Check application form completeness,2023-03-24 10:00:00+00:00,2023-03-24 10:21:31.322000+00:00,9
500,Clerk-000008,Check credit history,2023-03-24 10:21:31.322000+00:00,2023-03-24 11:12:28.924000+00:00,10
500,Appraiser-000002,Appraise property,2023-03-24 10:21:31.322000+00:00,2023-03-24 12:18:22.611000+00:00,3
500,AML Investigator-000002,AML check,2023-03-24 10:33:12.727000+00:00,2023-03-24 11:15:11.514000+00:00,13
500,Loan Officer-000002,Assess loan risk,2023-03-24 12:18:22.611000+00:00,2023-03-24 12:38:22.611000+00:00,12
500,Loan Officer-000001,Design loan offer,2023-03-24 12:38:22.611000+00:00,2023-03-24 12:47:11.070000+00:00,11
500,Senior Officer-000001,Approve loan offer,2023-03-24 12:47:11.070000+00:00,2023-03-24 13:07:11.070000+00:00,14
500,Clerk-000003,Cancel application,2023-03-24 13:07:11.070000+00:00,2023-03-24 13:12:11.070000+00:00,1
501,Clerk-000006,Check application form completeness,2023-03-24 10:30:00+00:00,2023-03-24 10:39:33.440000+00:00,5
501,Clerk-000004,Check credit history,2023-03-24 10:39:33.440000+00:00,2023-03-24 11:25:22.397000+00:00,6
501,Appraiser-000001,Appraise property,2023-03-24 10:39:33.440000+00:00,2023-03-24 11:25:41.994000+00:00,8
501,AML Investigator-000001,AML check,2023-03-24 10:39:58.548000+00:00,2023-03-24 10:53:03.560000+00:00,7
501,Loan Officer-000001,Assess loan risk,2023-03-24 11:25:41.994000+00:00,2023-03-24 11:45:41.994000+00:00,11
501,Loan Officer-000004,Design loan offer,2023-03-24 11:45:41.994000+00:00,2023-03-24 11:51:04.462000+00:00,16
501,Senior Officer-000002,Approve loan offer,2023-03-24 11:51:04.462000+00:00,2023-03-24 12:11:04.462000+00:00,17
501,Clerk-000008,Cancel application,2023-03-24 12:11:04.462000+00:00,2023-03-24 12:16:04.462000+00:00,10
502,Clerk-000005,Check application form completeness,2023-03-24 11:00:00+00:00,2023-03-24 11:18:11.963000+00:00,4
502,AML Investigator-000001,AML check,2023-03-24 11:18:11.963000+00:00,2023-03-24 11:30:56.796000+00:00,7
502,Clerk-000003,Check credit history,2023-03-24 11:18:11.963000+00:00,2023-03-24 11:49:53.455000+00:00,1
502,Appraiser-000001,Appraise property,2023-03-24 11:25:41.994000+00:00,2023-03-24 13:31:12.149000+00:00,8
502,Loan Officer-000001,Assess loan risk,2023-03-24 13:31:12.149000+00:00,2023-03-24 13:51:12.149000+00:00,11
502,Loan Officer-000004,Design loan offer,2023-03-24 13:51:12.149000+00:00,2023-03-24 13:56:00.051000+00:00,16
502,Senior Officer-000001,Approve loan offer,2023-03-24 13:56:00.051000+00:00,2023-03-24 14:16:00.051000+00:00,14
502,Clerk-000003,Cancel application,2023-03-24 14:16:00.051000+00:00,2023-03-24 14:21:00.051000+00:00,1
